Gercek_Fiyat,Tahmin_Fiyat
12.323855681186558,11.555243438761845
10.596634733096073,12.095842055669271
12.765688433465597,12.614604795871232
13.017002861746503,12.492476528556402
11.56171562913966,12.203781016379876
12.765688433465597,11.817141627322892
9.259130536145614,12.37138583966544
12.429216196844383,13.449143427017393
12.154779351142624,12.824652129170332
12.083905011555967,12.552974655534356
11.082142548877775,13.42794759176833
12.367340793126296,12.376714727273987
12.072541252905651,12.923936431310864
12.542544882151386,11.842205041938367
14.28551418721001,13.30161657396528
14.447696810163077,12.930711214615231
12.542544882151386,12.298561831968225
13.64709190633931,13.320208873172017
11.461632170582678,12.443504894276456
12.128111104060462,12.820604684982104
11.407564949312402,12.638253545375745
13.304684934198283,13.408119423705962
14.187074114396758,14.049032165993797
12.388394202324129,12.560224379120678
12.676076274775909,12.342191242904715
14.375126345899696,12.139748952269466
12.948009990259552,12.407974580624852
12.637855061955712,11.853470376555995
12.487485104968359,11.682594703389153
12.206072645530174,11.563190023243957
11.285397315338194,12.82576849099101
12.429216196844383,12.344122493591907
13.541073712262515,12.521967468975447
13.304684934198283,12.684962441559781
11.84939770159144,12.45468758110264
12.983101310070822,12.725815142666253
13.122363377404328,12.458192070938535
12.771386454580234,14.700126185089083
11.813030057420567,12.907811038009127
13.458835614025542,12.552557256084725
13.081541382884074,12.668781220993804
11.512925464970229,12.87335408884464
13.444446876573442,14.35344660347602
13.304684934198283,12.541426671145391
13.527828485512494,13.03360005887949
14.603967918328545,14.155612658256128
12.765688433465597,13.30603358196134
12.072541252905651,12.604308032258153
12.994530005894443,13.430362129718631
10.968198289528557,12.598270523906123
13.142166004700508,12.770478800572826
13.017002861746503,12.97487404926281
13.112313041550827,13.134209960660257
13.304684934198283,12.9588723507863
11.225243392518447,12.394353251868708
14.459992566542939,13.556039256348388
13.764217263576723,14.330842207330543
11.198214720130528,11.386114532911003
12.26434155365415,12.928542471516746
12.429216196844383,12.598189756716383
13.180632285528304,11.842664061645682
13.815510557964274,12.009423152175403
14.914622721674036,14.167039612285478
9.581903928408666,12.228740356639452
13.060487973686241,12.803645126383987
10.799575577092764,11.182835150228838
13.652991628466498,13.263662021383656
11.970350312009105,12.426256949154478
14.827111469642754,12.82947833992738
14.457364444136669,13.117964245002483
12.524526376648708,12.56955612173955
12.611537753638338,12.250092816082399
13.122363377404328,12.843031801048928
14.066269276311457,13.83206080567989
12.611537753638338,13.374211423921029
12.429216196844383,12.586525773186839
12.206072645530174,12.573385179272318
11.77528972943772,12.610995425071813
14.603967918328545,12.940266695639506
9.047821442478408,11.872370716198901
14.034646087880946,13.166533165870595
13.527828485512494,13.896342293536454
14.430696197054507,14.40697579435272
15.201804919084164,13.558957728127382
12.751299696013497,11.511716564634366
12.487485104968359,12.971769952683264
13.9108207377686,12.704727710236488
13.458835614025542,11.35062401511119
14.077874822431765,12.359641991120638
13.217673557208654,13.646725558411639
12.2783933071098,12.406719089613349
12.013700752882718,13.04686335793872
10.043249494911286,12.196479150655108
12.043553716032399,12.30147548278796
12.765688433465597,12.548131836529851
12.765688433465597,12.181415260182124
12.269047444691562,13.160922072869855
14.470436525704022,12.734012129277739
12.644327576461329,12.530040829620233
13.554145793829866,12.578768654791869
12.409013489526863,11.996990426568372
12.254862809699606,12.777307734219859
11.652687407345388,12.847620397324494
9.047821442478408,10.457946183119638
11.736069016284437,12.028260175905412
11.736069016284437,13.184851853134921
13.997832114758229,13.764682042934085
11.06663836234181,12.079494919524855
10.308952660644293,11.198489829581899
12.013700752882718,12.920966550222692
14.403297222866392,13.532302935251767
14.343193298796688,13.756673006272838
13.270783382522602,12.50391320699911
13.9108207377686,12.708820239648803
12.765688433465597,12.844689597736643
12.206072645530174,12.438587939625299
11.695247021764184,11.949976332490198
14.038654109278484,14.017411831299137
12.765688433465597,12.83514631354936
12.948009990259552,14.17781584588456
11.225243392518447,12.428939800512943
12.779873068457553,13.687659761522205
13.764217263576723,13.34498097771503
12.959844447906553,12.684829252357348
13.764217263576723,13.120775360319566
12.429216196844383,12.261755980135131
11.918390573078392,11.546299621584842
14.375126345899696,12.83745934698699
11.608235644774552,12.615807567804364
14.978661367769956,14.390084340604137
13.38472764187182,12.210227985290093
12.691580461311874,12.733556651332695
11.156250521031495,12.018271572263016
12.206072645530174,13.17500621028735
14.994165554305921,12.735460207679328
11.407564949312402,12.764495951541136
12.821258284620408,12.509540563461263
11.407453832027993,12.36050927773153
10.959540226785442,12.250551695370955
11.511924964636645,12.84919942838642
13.217673557208654,12.883015543761633
12.644327576461329,12.946482500928642
13.122363377404328,13.677081324156594
10.819778284410283,12.198392944894143
13.217673557208654,12.804146701175867
13.017002861746503,11.145418320179381
13.493926933836812,13.481428952558014
10.126631103850338,13.000298125658365
12.779873068457553,12.738704193936998
11.618284980627555,13.495167401624608
13.122363377404328,13.439110421481637
12.230765258120545,11.497004844894487
11.002099841204238,13.044026008204806
14.603967918328545,13.80974498188385
10.714417768752456,11.682892993422382
12.429216196844383,12.121714406053169
14.22097566607244,13.30804689911696
11.951180395901384,12.353345479762147
11.84939770159144,11.794497803229678
13.458835614025542,13.00430506131906
14.28551418721001,13.888364631699284
13.541073712262515,14.333878700464325
12.14950229404178,12.674563550304898
11.512915464920228,12.689743972889916
12.388394202324129,12.147520137788943
13.304684934198283,13.041649840608896
13.122363377404328,12.003470323992477
14.508657738524219,13.888025454840742
13.527828485512494,13.03296540231029
12.611537753638338,13.26865641776753
10.985292722887856,11.882563983647376
10.021270588192511,11.725530879560324
13.541073712262515,12.321054240839779
11.736069016284437,12.019052107243471
13.16158409055761,11.636110566488812
14.603967918328545,11.102170332511497
14.038654109278484,14.39006745363856
12.196022309676673,13.718199200226863
9.615805480084347,12.33095263528292
11.461632170582678,12.017466354402217
14.22097566607244,13.112060581441574
13.217673557208654,12.713256607884997
13.458835614025542,12.894818305643353
13.527828485512494,13.090498618046649
14.845129975145433,13.344164245876657
12.774223335915433,12.698106604192866
12.345834587905333,11.99947026191986
14.603967918328545,12.940266695639506
14.22097566607244,12.988171461333058
12.506177237980511,10.7782200601179
8.517193191416238,12.293849110823995
11.156250521031495,12.149498602298369
12.765688433465597,13.14291093456128
11.813030057420567,12.664775109729637
14.038654109278484,13.081304830870652
12.206072645530174,12.314627283823468
14.508657738524219,13.334368351763166
12.694652660348845,13.403828632588448
11.49272275765271,12.51017296464106
12.230765258120545,11.411242331110614
12.506177237980511,11.691240198159273
12.751299696013497,12.670473586046633
15.137266397946593,13.804451815853717
13.527828485512494,11.923919014827721
13.790192749979985,12.780007645774994
13.017002861746503,12.102044443912058
12.206072645530174,14.686098233083833
14.346138809026444,12.405507549474251
10.596634733096073,13.568542964423802
13.190022025878143,13.051511992778043
14.22097566607244,13.319413082485811
11.884489021402711,13.731819228617356
14.48333993053993,14.856125882741452
14.079412101750652,14.308030183365881
13.764217263576723,13.02355385394343
10.657259354912508,11.8039625058161
10.596634733096073,12.76681072782251
11.918390573078392,12.465334935378058
12.821258284620408,12.627590179453046
12.594730635321957,12.503072296254759
12.2783933071098,12.09753259216089
13.38472764187182,13.825045319548478
12.89921982609012,12.575311829319713
12.013700752882718,12.444382383642651
11.951180395901384,12.571653024677284
11.03488966402723,12.559645341526187
14.721750953984929,14.353510254013564
13.38472764187182,12.475428574251428
12.301382825334498,11.708753877711326
13.122363377404328,12.45323618357696
13.9108207377686,12.836169136412561
10.491274217438248,13.243234294909335
13.815510557964274,12.588731324781405
13.38472764187182,12.412095671251498
11.082142548877775,12.50202679208742
12.043553716032399,13.121399811739817
12.2783933071098,12.237282581353227
12.948009990259552,12.623122115618914
14.727793268440891,14.777359329241099
14.508657738524219,12.521358647858678
12.896716695872,13.075029759790812
12.043553716032399,12.564653557107443
15.201804919084164,13.247145917515823
11.26446410567173,12.486688433862751
12.180754837545884,12.844614759939969
12.100712129872347,13.316921623573359
12.691580461311874,12.279908470306962
11.440354772135393,12.73086417250644
12.611537753638338,12.040910170329706
14.115615150414612,12.961125502948597
14.790070197962406,13.91837862647876
11.608235644774552,12.722217997965029
12.206072645530174,11.916523199457757
12.676076274775909,12.589023216101609
