FIYAT,IL,ILCE,MAHALLE,ILAN_NO,ARSA_TIPI,METREKARE,KREDIYE_UYGUNLUK,TAPU_DURUMU,TAKAS,KAT_KARSILIGI,ILGILI_BELEDIYE,METREKARE_BIRIM_FIYAT,ADA,PARSEL,KIRA_GETIRISI
580000,BALIKESIR,ALTIEYLUL,HALALCA,692100-868,I_K,600,UYGUN,0.0,0.0,0.0,,,,,
650000,KARAMAN,MERKEZ,KILBASAN,33255-126,BAHCE,25000,UYGUN,0.0,0.0,0.0,KARAMAN,24.0,0.0,,
115000,BALIKESIR,EDREMIT,AKCAY,93696-407,ZEYTINLIK,6839,,,,,,,,,
9995000,ISTANBUL,BUYUKCEKMECE,KUMBURGAZ,91859-181,I_T,7036,,0.0,0.0,0.0,BUYUKCEKMECE,950.0,,,
115000,BALIKESIR,ALTIEYLUL,AKCAKOY,88772-106,TARLA,2700,,,,,,,,,
295000,CANAKKALE,MERKEZ,ERENKOY,48867-889,I_K,340,,,,,,,,,
215000,HATAY,DEFNE,BALLIOZ,91359-114,I_K,528,UYGUN,0.0,0.0,0.0,DEFNE,473.0,179.0,3.0,
1350000,KOCAELI,KARTEPE,DERBENT,97084-130,I_K,2226,,0.0,0.0,0.0,KARTEPE,600.0,,1529.0,2500.0
350000,KIRKLARELI,KOFCAZ,TERZIDERE,118680-64,TARLA,45000,,,,,,,,,
75000,KAYSERI,PINARBASI,EMEGIL,68731-403,TARLA,7600,UYGUN DEGIL,1.0,1.0,1.0,PINARBASI,,,,
12000000,IZMIR,GAZIEMIR,DOKUZ EYLUL,2328-9683,I_T,6669,,,,,,,,,
486000,SAKARYA,KARASU,AKKUM,691821-245,TARLA,19440,UYGUN,0.0,0.0,0.0,,,,,
1595000,BALIKESIR,BURHANIYE,MEMIS,40672-2976,TARLA,23500,UYGUN,1.0,1.0,1.0,BURHANIYE,,,,
225000,SINOP,GERZE,BOYALI,82838-522,M_A,4000,UYGUN DEGIL,1.0,1.0,1.0,GERZE,,106.0,2.0,
165000,IZMIR,MENDERES,GOLOVA,95739-936,I_K,605,UYGUN,0.0,0.0,0.0,,,,,
365000,BALIKESIR,AYVALIK,NAMIK KEMAL,86100-32,ZEYTINLIK,3815,,,,,,,,,
195000,HATAY,DEFNE,BALLIOZ,91359-118,I_K,452,UYGUN,0.0,0.0,0.0,DEFNE,498.0,142.0,12.0,
3300000,DUZCE,AKCAKOCA,MELENAGZI,115060-65,OZEL_K,7804,UYGUN DEGIL,0.0,0.0,0.0,AKCAKOCA BELEDIYESI,,0.0,1221.0,
360000,CANAKKALE,BIGA,IDRISKORU,94448-185,I_K,600,UYGUN,0.0,0.0,0.0,,,121.0,18.0,
750000,TRABZON,AKCAABAT,YILDIZLI,106705-30,I_K,1064,,,,,,,,,
97000,BALIKESIR,BURHANIYE,YABANCILAR,108915-162,I_K,600,,,,,BURHANIYE,,142.0,3.0,
365000,AMASYA,SULUOVA,YOLPINAR,108961-192,I_S,13923,UYGUN,,,,SULUOVA,26.0,,,
95000,IZMIR,KEMALPASA,HURRIYET,43309-1898,BAHCE,800,UYGUN,1.0,1.0,1.0,KEMALPASA BELEDIYESI,,,4186.0,500.0
480000,IZMIR,SELCUK,SIRINCE,73350-452,BAHCE,4831,,,,,SELCUK,,,,
785000,MUGLA,MENTESE,SARNIC,114480-31,K_T,1350,,,,,,,,,
4500000,IZMIR,SEFERIHISAR,DUZCE,81931-1081,TARLA,27000,UYGUN,0.0,0.0,0.0,SEFERIHISAR,150.0,,,
160000,KOCAELI,KARAMURSEL,AVCIKOY,113162-107,BAHCE,723,UYGUN,0.0,0.0,0.0,KARAMURSEL BELEDIYE,221.0,292.0,5.0,
135000,TEKIRDAG,SARAY,BEYAZKOY,85989-627,BAHCE,1500,UYGUN,0.0,0.0,0.0,SARAY,,,,
155000,CANAKKALE,MERKEZ,OZBEK,115433-306,TARLA,1500,UYGUN,,,,IL OZEL IDARE,,110.0,41.0,
385000,YALOVA,CIFTLIKKOY,ILYASKOY (YUKARI),92386-86,TARLA,3336,UYGUN,,,,CIFTLIKKOY,115.0,,,
450000,KOCAELI,KARAMURSEL,KAYACIK,35076-2187,I_K,935,UYGUN,1.0,1.0,1.0,KARAMURSEL,,,,
350000,BALIKESIR,ERDEK,TATLISU,117664-23,ZEYTINLIK,1000,UYGUN,0.0,0.0,0.0,ERDEK,,,,
220000,IZMIR,KARABURUN,MORDOGAN,46471-193,I_K,260,BILINMIYOR,0.0,0.0,0.0,,,,,
3600000,IZMIR,MENEMEN,HATUNDERE,98229-300,TARLA,18000,UYGUN,,,,MENEMEN,,,,
110000,IZMIR,MENDERES,YENIKOY,60124-777,TARLA,400,UYGUN DEGIL,1.0,1.0,1.0,,,,,
128000,KIRKLARELI,PEHLIVANKOY,YESILOVA,108519-102,TARLA,3400,UYGUN,1.0,1.0,1.0,PEHLIVANKOY,3400.0,0.0,965.0,
6075000,MERSIN(ICEL),TARSUS,ARIKLI,2693-2401,BAHCE,67500,UYGUN,0.0,0.0,0.0,TARSUS,90.0,,,
2250000,IZMIR,KARABAGLAR,KAZIM KARABEKIR,60124-630,K_T,600,,,,,,,,,
225000,IZMIR,KEMALPASA,YUKARIKIZILCA MERKEZ,53797-1106,I_K,289,UYGUN,0.0,0.0,0.0,,,,,
515000,BALIKESIR,GONEN,KURTULUS,99194-781,TARLA,11350,UYGUN,0.0,0.0,0.0,GONEN BELEDIYESI,,,,
3200000,BALIKESIR,IVRINDI,GOKCEYAZI,88772-96,I_T,9000,,,,,,,,,
1430000,BURSA,NILUFER,KAYAPA,87098-169,I_S,1301,UYGUN,0.0,0.0,0.0,NILUFER,,6120.0,3.0,
245000,TEKIRDAG,SARKOY,KIZILCATERZI,691682-51,I_K,493,UYGUN,0.0,0.0,0.0,SARKOY,496.0,145.0,1.0,
35000000,MUGLA,KOYCEGIZ,EKINCIK,117838-36,TARLA,40000,UYGUN DEGIL,0.0,0.0,0.0,KOYCEGIZ,,,,
325000,YALOVA,ALTINOVA,KAYTAZDERE (KAYTAZDERE),3165-4623,I_K,400,UYGUN,0.0,0.0,0.0,KAYTAZDERE,,,,
960000,MUGLA,MENTESE,ORTAKOY,107817-64,K_T,600,UYGUN,0.0,0.0,0.0,MENTESE,1600.0,,,
875000,ANTALYA,KUMLUCA,YAZIR,114196-38,M_A,7292,UYGUN,0.0,0.0,0.0,KUMLUCA,,,,
290000,MERSIN(ICEL),TARSUS,GULEK,119109-11,I_K,740,UYGUN DEGIL,0.0,0.0,0.0,TARSUS,,628.0,12.0,
525000,ISTANBUL,SILIVRI,SELIMPASA,89677-829,I_K,511,,,,,,,,,
120000,BALIKESIR,EDREMIT,AKCAY,111496-74,I_K,497,,,,,,,,,
650000,ISTANBUL,SILIVRI,AKOREN,104769-15,TARLA,6900,,0.0,0.0,0.0,SILIVRI,86.0,,,
450000,ISTANBUL,SILE,KURFALLI,99832-51,I_K,600,,1.0,1.0,1.0,SILE,600.0,,2260.0,
1250000,BALIKESIR,BURHANIYE,KIZIKLI,119236-28,TARLA,21500,UYGUN,0.0,0.0,0.0,BURHANIYE,,0.0,0.0,
320000,IZMIR,MENDERES,OGLANANASI ATATURK,57323-140,I_K,500,UYGUN,0.0,0.0,0.0,MENDERES,,,,
130000,CANAKKALE,AYVACIK,HAMDIBEY,88709-318,I_K,332,,,,,,,,,
115000,HATAY,HASSA,HACILAR,84149-658,BAG,4300,,,,,,,,,
1500000,SIVAS,MERKEZ,EMEK,109585-77,BAHCE,5800,UYGUN,1.0,1.0,1.0,SIVAS,,,,
550000,AYDIN,CINE,DORUMLAR,692136-23,ZEYTINLIK,18000,UYGUN,,,,CINE,,,,
48000,BALIKESIR,GONEN,KURTULUS,99194-652,I_K,500,UYGUN,,,,GONEN BELEDIYESI,,,,
135000,CANAKKALE,GELIBOLU,EVRESE (CESME),118414-68,M_A,1014,,,,,EVRESE,135.0,247.0,1.0,
150000,AYDIN,KUSADASI,KARAOVA,118152-1,I_K,164,UYGUN,0.0,0.0,0.0,KUSADASI,914.0,1757.0,1.0,
269000,AYDIN,KUSADASI,SOGUCAK,15024-94,I_K,225,UYGUN,0.0,0.0,0.0,KUSADASI,559.0,0.0,2939.0,1.0
1950000,SAKARYA,SERDIVAN,VATAN,3006-4564,I_K,1618,,,,,,,,,
2000000,IZMIR,URLA,OZBEK,63132-85,ZEYTINLIK,7380,BILINMIYOR,0.0,0.0,0.0,URLA BELEIYESI,163.0,0.0,0.0,
28000,KIRKLARELI,KOFCAZ,YUKARIKANARA,118680-65,TARLA,2204,,,,,,,,,
65000,CANAKKALE,BIGA,BAHCELI,104918-169,I_K,295,UYGUN,,,,NIGA,,131.0,259.0,
55000,KIRKLARELI,LULEBURGAZ,OVACIK,117699-17,CIFTLIK,777,,,,,,,,,
44000,VAN,TUSBA,MOLLAKASIM,107122-105,TARLA,450,,1.0,1.0,1.0,TUSBA BELEDIYE,,,562.0,
155000,KOCAELI,KARAMURSEL,YALAKDERE,113162-82,BAHCE,1806,UYGUN,0.0,0.0,0.0,KARAMURSEL BELEDIYE,85.0,149.0,93.0,100.0
165000,BURSA,NILUFER,TAHTALI,90198-227,BAHCE,270,BILINMIYOR,0.0,0.0,0.0,,500.0,1.0,1.0,
435000,ISTANBUL,TUZLA,MIMAR SINAN,69245-78,I_K,182,UYGUN,0.0,0.0,0.0,TUZLA,2400.0,0.0,0.0,800.0
35000,MERSIN(ICEL),YENISEHIR,DEGIRMENCAY,36252-527,BAHCE,100,,,,,,,,,
500000,MANISA,TURGUTLU,OSMANCIK,48336-170,BAHCE,984,UYGUN,0.0,0.0,0.0,TURGUTLU,500.0,1.0,,
340000,MERSIN(ICEL),SILIFKE,ATAKENT,37796-941,I_K,1038,UYGUN,0.0,0.0,0.0,SILIFKE,,,,
270000,MUGLA,MENTESE,KUYUCAK,117494-93,TARLA,5798,UYGUN DEGIL,0.0,0.0,0.0,MENTESE,46.0,,,
66500,BALIKESIR,IVRINDI,GOKCEYAZI,98925-146,TARLA,1580,,,,,,,,,
235000,CANAKKALE,EZINE,ULUKOY,115433-308,TARLA,7500,UYGUN,,,,IL OZEL IDARESI,,114.0,6.0,
300000,IZMIR,KEMALPASA,85 YIL CUMHURIYET,116899-43,M_A,1410,UYGUN DEGIL,0.0,0.0,0.0,KEMALPASA,180.0,,830.0,
250000,ANTALYA,MURATPASA,CAGLAYAN,23995-2811,M_A,212,,,,,,,,,
460000,ISTANBUL,SILIVRI,GUMUSYAKA,101597-27,I_K,1032,UYGUN,0.0,0.0,0.0,SILIVRI,445.0,1182.0,7.0,
60000,BALIKESIR,BURHANIYE,DUTLUCA,118003-22,ZEYTINLIK,437,,,,,,,1.0,1.0,
240000,MUGLA,MARMARIS,TASLICA,80481-477,TARLA,2080,UYGUN,0.0,0.0,0.0,MARMARIS,,,,
4000000,ISTANBUL,BUYUKCEKMECE,CELALIYE,77922-86,CIFTLIK,4000,UYGUN,,,,BUYUKCEMECE,,,,
130000,MANISA,SEHZADELER,ASAGICOBANISA,22228-6057,I_K,357,UYGUN,0.0,0.0,0.0,0,,0.0,0.0,
120000,DENIZLI,BAKLAN,BOGAZICI,89583-322,TARLA,10500,,,,,,,,,
250000,ANTALYA,KUMLUCA,KUZCA,103131-77,TARLA,5250,,,,,,,,,
220000,MUGLA,MENTESE,YERKESIK,117656-41,ZEYTINLIK,6978,UYGUN DEGIL,0.0,0.0,0.0,,,,,
60000,ISTANBUL,SILIVRI,BALABAN,118631-29,I_K,250,UYGUN DEGIL,1.0,1.0,1.0,,,,,
470000,BALIKESIR,EDREMIT,NARLI,72859-51,I_K,364,BILINMIYOR,1.0,1.0,1.0,EDREMIT,1263.0,411.0,12.0,
1570000,BURSA,MUDANYA,ISIKLI,109255-9,ZEYTINLIK,11370,,,,,,,,,
135000,ISTANBUL,ARNAVUTKOY,YASSIOREN,113672-38,TARLA,254,UYGUN DEGIL,0.0,0.0,0.0,ARNAVUTKOY,,0.0,0.0,
850000,KOCAELI,KARAMURSEL,HAYRIYE,115796-22,TARLA,9340,,,,,,,,,
250000,IZMIR,BAYINDIR,YAKAPINAR,102474-144,ZEYTINLIK,5500,BILINMIYOR,1.0,1.0,1.0,BAYINDIR,,,,
435000,IZMIR,BERGAMA,KARAVELILER,95191-188,CIFTLIK,16100,UYGUN,,,,BERGAMA,,,,
280000,TEKIRDAG,SULEYMANPASA,BARBAROS,4699-119,I_K,560,UYGUN,,,,,,,,
1040000,KAYSERI,MELIKGAZI,ERENKOY,72696-108,I_K,1203,,,,,MELIKGAZI,,,,
7000000,HATAY,ISKENDERUN,MUSTAFA KEMAL,113014-15,I_K,1285,,,,,,,1840.0,15.0,
167000,ANKARA,ALTINDAG,KAVAKLI,115850-98,BAHCE,1000,BILINMIYOR,0.0,0.0,0.0,ALTINDAG,147.0,,,
2250000,TEKIRDAG,SULEYMANPASA,BARBAROS,4699-155,I_K,12570,,,,,SULEYMANPASA,,,,
6000000,BALIKESIR,BURHANIYE,PELITKOY,25768-1756,ZEYTINLIK,12000,UYGUN,,,,BURHANIYE,,0.0,0.0,
180000,BOLU,MERKEZ,YENISEFA,107704-193,TARLA,2250,UYGUN DEGIL,0.0,0.0,0.0,BOLU,80.0,,,
125000,ANKARA,GOLBASI,AHIBOZ,21413-1393,M_A,1027,UYGUN,0.0,0.0,0.0,GOLBASI,103.0,116612.0,6.0,
663000,SAKARYA,KARASU,INCILLI,691821-235,I_K,442,UYGUN,0.0,0.0,0.0,,,,,
700000,IZMIR,DIKILI,KABAKUM,2098-1836,BAHCE,6000,UYGUN,,,,DIKILI,,,,
230000,BURSA,MUDANYA,YAMAN,93339-7,TARLA,5728,,0.0,0.0,0.0,MUDANYA BELEDIYESI,,111.0,39.0,
70000,BALIKESIR,ERDEK,BALLIPINAR,96814-291,TARLA,212,BILINMIYOR,0.0,0.0,0.0,ERDEK,,,,
1980000,KOCAELI,GOLCUK,IRSADIYE,63755-328,TARLA,32364,,,,,,,,,
1000,IZMIR,BORNOVA,KAVAKLIDERE,62026-354,OKUL,11500,,,,,BORNOVA,,,,
1300000,IZMIR,TORBALI,ERTUGRUL,116076-5,I_K,510,UYGUN,0.0,0.0,0.0,TORBALI,2500.0,,,
550000,IZMIR,URLA,UZUNKUYU,17410-2163,I_K,500,UYGUN,0.0,0.0,0.0,URLA,,,,
1500000,ANKARA,GOLBASI,KARAOGLAN,114733-28,I_S,5000,UYGUN,0.0,0.0,0.0,GOLBASI,300.0,114053.0,7.0,
650000,ANKARA,CUBUK,KIZILCA,58292-5837,TARLA,5900,UYGUN,1.0,1.0,1.0,CUBUK,110.0,118.0,3.0,
150000,BURSA,NILUFER,GUNGOREN,93339-30,TARLA,1162,,0.0,0.0,0.0,NILUFER BELEDIYESI,,103.0,102.0,
475000,IZMIR,KEMALPASA,DEREKOY,48932-714,BAHCE,8500,UYGUN,0.0,0.0,0.0,KEMALPASA,,,,
1500000,IZMIR,KARABURUN,SARPINCIK,24999-683,TARLA,11500,,0.0,0.0,0.0,,,0.0,802.0,
500000,BURDUR,BUCAK,KARAPINAR,76929-909,TARLA,19350,,,,,BUCAK,,,,
1800000,BURSA,MUDANYA,OMERBEY,82165-20,ZEYTINLIK,7507,,,,,,,,,
200000,TEKIRDAG,SULEYMANPASA,ZAFER,19584-945,BAHCE,5000,,,,,,,,,
210000,BALIKESIR,HAVRAN,SARNIC,119236-22,ZEYTINLIK,5500,UYGUN DEGIL,0.0,0.0,0.0,HAVRAN,,0.0,0.0,
745000,MUGLA,ORTACA,YESILYURT,73618-10042,TARLA,13650,UYGUN,1.0,1.0,1.0,ORTACA,,101.0,18.0,
2000000,ISTANBUL,KARTAL,ESENTEPE,16829-2033,I_K,421,UYGUN,,,,KARTAL,,,,
400000,BALIKESIR,HAVRAN,HUSEYINBESELER,25768-1938,TARLA,58000,,,,,HAVRAN,7.0,,,
1450000,SAMSUN,ONDOKUZMAYIS,TEPEKOY,116102-30,TARLA,63110,,0.0,0.0,0.0,ONDOKUZMAYIS,,107.0,1.0,
200000,BARTIN,MERKEZ,UZUNOZ,95779-596,I_K,1301,UYGUN,,,,,,135.0,10.0,
600000,AYDIN,INCIRLIOVA,DEREAGZI,97216-94,BAHCE,600,,,,,,,,,
170000,MUGLA,MILAS,HASANLAR,62053-125,I_K,1268,,,,,,,,,
329000,SAMSUN,BAFRA,FEVZI CAKMAK,116217-54,I_K,629,UYGUN,,,,BAFRA,,,,
630000,DUZCE,MERKEZ,KOPRUBASI,105404-41,TARLA,12600,,1.0,1.0,1.0,,,,,
1250000,ANTALYA,KEPEZ,AYANOGLU,8646-3256,K_T,970,UYGUN,0.0,0.0,0.0,KEPEZ,,,,
200000,ISTANBUL,SILIVRI,GUMUSYAKA,116648-1,I_K,240,UYGUN,1.0,1.0,1.0,,,,,
1050000,BALIKESIR,BURHANIYE,AGACIK,98500-144,ZEYTINLIK,10120910,BILINMIYOR,0.0,0.0,0.0,BURHANIYE BELEDIYESI,,,,
800000,TRABZON,BESIKDUZU,AKKESE,107249-59,BAHCE,4000,,,,,BESIKDUZU BELEDIYESI,,,,
295000,BALIKESIR,SUSURLUK,YAGCI,116460-67,TARLA,9600,,,,,,,,,
1000000,IZMIR,TIRE,CUKURKOY,103032-5,BAHCE,24000,UYGUN,1.0,1.0,1.0,,,,,
700000,IZMIR,KEMALPASA,85 YIL CUMHURIYET,97138-142,BAHCE,5000,UYGUN,0.0,0.0,0.0,KEMALPASA,,0.0,8189.0,
1100000,KOCAELI,KARTEPE,UZUNTARLA,80132-601,TARLA,6074,UYGUN DEGIL,0.0,0.0,0.0,KARTEPE,,165.0,112.0,
230000,CANAKKALE,LAPSEKI,UMURBEY (UMURBEY),81022-310,I_K,219,UYGUN,1.0,1.0,1.0,LAPSEKI,,,,
2000000,BALIKESIR,AYVALIK,SAKARYA,24701-5816,I_K,900,UYGUN,0.0,0.0,0.0,AYVALIK,166666.0,,,
549000,BURDUR,MERKEZ,BAGLAR,691635-628,TARLA,7423,UYGUN DEGIL,1.0,1.0,1.0,BURDUR,60.0,58.0,31.0,
890000,ANTALYA,KAS,BEZIRGAN,118865-46,T_A,2100,UYGUN,1.0,1.0,1.0,KAS,,208.0,159.0,
200000,MUGLA,MENTESE,KOTEKLI,117004-36,TARLA,12550,UYGUN,1.0,1.0,1.0,MENTESE,,241.0,7.0,
1430000,BALIKESIR,BURHANIYE,BOREZLI,51689-405,TARLA,26000,UYGUN,1.0,1.0,1.0,BURHANIYE,1.0,1.0,1.0,1.0
60000,BALIKESIR,ALTIEYLUL,YESILYURT,691585-1763,I_K,605,UYGUN,0.0,0.0,0.0,ALTIEYLUL,,103.0,6.0,
1925000,BALIKESIR,AYVALIK,KAZIM KARABEKIR,87308-1489,TARLA,10070,UYGUN,0.0,0.0,0.0,AYVALIK,,790.0,35.0,
432000,CANAKKALE,GELIBOLU,ADILHAN,118414-66,TARLA,7200,,,,,,60.0,141.0,1.0,
330000,EDIRNE,MERKEZ,KUCUKDOLLUK,116294-8,TARLA,8020,UYGUN,0.0,0.0,0.0,,41.0,,514.0,
800000,KARAMAN,MERKEZ,BOYALI,94609-342,BAHCE,18600,UYGUN,0.0,0.0,0.0,KARAMAN,,,,
4000000,BALIKESIR,EDREMIT,IBRAHIMCE,112734-13,I_K,6500,,,,,EDREMIT,,1650.0,19.0,
880000,RIZE,MERKEZ,DAGSU,113733-53,BAHCE,1780,UYGUN,0.0,0.0,0.0,RIZE,,1003.0,3.0,
1300000,KOCAELI,IZMIT,ORHANIYE,87380-184,BAHCE,6800,UYGUN,0.0,0.0,0.0,IZMIT,,,53.0,
450000,IZMIR,MENEMEN,KIR,87616-808,BAHCE,1820,,0.0,0.0,0.0,,,,,
199000,DUZCE,MERKEZ,BOGAZICI (DOKUZPINAR),94546-2015,BAHCE,5261,UYGUN,1.0,1.0,1.0,BOGAZICI,39.0,155.0,69.0,
80000,BURSA,NILUFER,UNCUKURU,89894-52,TARLA,1072,UYGUN DEGIL,0.0,0.0,0.0,NILUFER,,101.0,828.0,
650000,KOCAELI,DERINCE,CINARLI,65956-403,I_K,558,UYGUN,0.0,0.0,0.0,DERINCE,1165.0,,8.0,
775000,ANTALYA,KEMER,KIRIS,27742-164,I_K,1065,UYGUN,0.0,0.0,0.0,,,,,
23000,TEKIRDAG,MALKARA,KOZYORUK,64013-2711,I_K,250,UYGUN DEGIL,1.0,1.0,1.0,MALKARA,,,2169.0,
60000,AMASYA,SULUOVA,YOLPINAR,108961-190,TARLA,1390,UYGUN,,,,SULUOVA,43.0,,,
175000,BALIKESIR,GONEN,MALKOC,117907-29,TARLA,5000,,,,,,,,,
2750000,AMASYA,MERKEZ,KIZSEKI,117919-25,BAHCE,8000,UYGUN,1.0,1.0,1.0,AMASYA,,244.0,30.0,
72000,HATAY,ARSUZ,ISIKLI,69227-190,I_K,270,UYGUN,0.0,0.0,0.0,,,,,
1370000,BALIKESIR,BURHANIYE,BOREZLI,102273-95,ZEYTINLIK,16460,UYGUN,1.0,1.0,1.0,BURHANIYE,,,,
1650000,MUGLA,MENTESE,SARNIC,88464-634,TARLA,1000,,1.0,1.0,1.0,MENTESE,,,,
335000,ANTALYA,AKSU,KARACALLI,9695-4755,M_A,347,,,,,,,,,
950000,AYDIN,EFELER,UMURLU,692588-126,TARLA,10500,UYGUN,1.0,1.0,1.0,,,,,
3800000,IZMIR,SEFERIHISAR,TURABIYE,4079-1486,I_K,9500,UYGUN,0.0,0.0,0.0,SEFERIHISAR,1.0,1.0,1.0,1.0
770000,KOCAELI,GOLCUK,CIFTLIK,92348-563,I_K,700,BILINMIYOR,0.0,0.0,0.0,GOLCUK,1100.0,0.0,0.0,
2500000,IZMIR,MENEMEN,KEMAL ATATURK,62026-3,I_K,5163,BILINMIYOR,,,,MENEMEN,,4452.0,1.0,
420000,KIRKLARELI,LULEBURGAZ,KARAAGAC,106793-167,BAHCE,1500,,,,,,,,,
250000,BURSA,MUSTAFAKEMALPASA,DEMIRDERE,115953-72,TARLA,10000,UYGUN,1.0,1.0,1.0,MKPASA,30000.0,1082.0,365.0,
1300000,ELAZIG,MERKEZ,SARICUBUK,91825-452,TARLA,9000,BILINMIYOR,0.0,0.0,0.0,ELAZIG,1.0,111.0,1.0,1.0
85000,ANKARA,GOLBASI,MAHMATLIBAHCE,42826-211,TARLA,532,,0.0,0.0,0.0,,,,,
76000,KIRKLARELI,LULEBURGAZ,CELALIYE,115493-32,I_K,394,,1.0,1.0,1.0,,,,,
145000,IZMIR,SEFERIHISAR,ORHANLI,97239-350,I_K,335,UYGUN,0.0,0.0,0.0,,,,,
1550000,ISTANBUL,SILIVRI,SELIMPASA,113749-55,I_K,1015,UYGUN,0.0,0.0,0.0,SILIVRI,,951.0,4.0,
69900,ISTANBUL,SILIVRI,BALABAN,89908-6288,I_K,268,UYGUN DEGIL,1.0,1.0,1.0,,,,,
620000,ANTALYA,KEPEZ,AYDOGMUS,65609-1853,K_T,580,UYGUN,0.0,0.0,0.0,KEPEZ,,,,
600000,MANISA,SEHZADELER,SANCAKLIBOZKOY,86094-55,TARLA,13300,UYGUN,1.0,1.0,1.0,,,,,
1000000,AKSARAY,MERKEZ,ZAFER,112905-150,I_K,1017,UYGUN,0.0,0.0,0.0,AKSARAY,983.0,0.0,0.0,
315000,BOLU,MERKEZ,GOVEM,67218-476,TARLA,9848,,,,,,,,,
85000,ORDU,UNYE,GUZELYALI,114909-40,M_A,202,,0.0,0.0,0.0,,,,,
420000,ANTALYA,KUMLUCA,MAVIKENT,691687-55,T_A,391,UYGUN,0.0,0.0,0.0,KUMLUCA BELEDIYESI,,492.0,2.0,
400000,KOCAELI,GOLCUK,ULASLI YALI,3440-817,I_K,580,,0.0,0.0,0.0,GOLCUK,690.0,119.0,1.0,
255000,ANTALYA,KEPEZ,ODABASI,118389-10,I_K,260,UYGUN DEGIL,0.0,0.0,0.0,,,,,
600000,HATAY,ARSUZ,ASAGI KEPIRCE,78396-204,I_K,1229,UYGUN,0.0,0.0,0.0,ARSUZ,,,,
150000,ISTANBUL,SILIVRI,MIMAR SINAN,103668-444,I_K,300,UYGUN,1.0,1.0,1.0,SILIVRI,500.0,292.0,1.0,
225000,BURSA,MUDANYA,AYDINPINAR,51316-3677,ZEYTINLIK,7850,,,,,MUDANYA,,,,
1750000,TRABZON,ARSIN,YESILYALI,83781-87,I_K,877,UYGUN,0.0,0.0,0.0,ARSIN,,,,
68500000,ANKARA,ALTINDAG,AYDINLIKEVLER,67182-374,K_T,5000,,,,,ALTINDAG,,0.0,0.0,
395000,KARAMAN,MERKEZ,KOZLUBUCAK,81244-1758,BAHCE,10000,UYGUN,0.0,0.0,0.0,KARAMAN BELEDIYESI,,,,1000.0
450000,SINOP,MERKEZ,ORDU,101122-10,I_K,550,UYGUN,0.0,0.0,0.0,,,195.0,28.0,
2850000,KOCAELI,KANDIRA,SELIMKOY,81722-823,TARLA,52000,UYGUN,0.0,0.0,0.0,KANDIRA,30.0,,,
435000,KOCAELI,KORFEZ,BELEN,89507-166,M_A,787,UYGUN,0.0,0.0,0.0,KORFEZ,572.0,,,
345000,ANTALYA,ALANYA,ASMACA,6545-1517,TARLA,1577,UYGUN,1.0,1.0,1.0,ALANYA,,109.0,2.0,
50000,KIRKLARELI,PINARHISAR,SUTLUCE,73333-57,BAG,720,,,,,,,,,
61000,KONYA,MERAM,BAYAT,103244-85,I_K,551,UYGUN DEGIL,0.0,0.0,0.0,MERAM,110.0,41069.0,4.0,
6890000,ISTANBUL,CEKMEKOY,OMERLI,112397-14,I_T,2756,UYGUN,0.0,0.0,0.0,CEKMEKOY,,5.0,56.0,
230000,BALIKESIR,GONEN,BAYRAMIC,89492-582,M_A,2800,UYGUN,1.0,1.0,1.0,GONEN,,,,
33500,KONYA,MERAM,BAYAT,104242-346,TARLA,618,UYGUN DEGIL,0.0,0.0,0.0,MERAM,48.0,38213.0,25.0,
6000000,MERSIN(ICEL),YENISEHIR,FUATMOREL,119352-8,I_K,3840,UYGUN,0.0,0.0,0.0,YENISEHIR,1500.0,,,10000000.0
1080000,KOCAELI,KARTEPE,KETENCILER,114149-31,TARLA,8640,UYGUN,0.0,0.0,0.0,,125.0,122.0,28.0,
6500000,IZMIR,KEMALPASA,CINILIKOY,50512-279,I_K,8700,UYGUN,0.0,0.0,0.0,KEMALPASA,600.0,,,
1400000,BALIKESIR,EDREMIT,ALTINOLUK,5218-1518,I_K,455,BILINMIYOR,0.0,0.0,0.0,EDREMIT,,,,
650000,MUGLA,MARMARIS,CAMLI,80481-114,TARLA,1340,UYGUN,0.0,0.0,0.0,MARMARIS,,,,
200000,MANISA,TURGUTLU,DERBENT,92046-368,BAHCE,2440,,,,,,,,,
450000,MUGLA,MILAS,KULTAK,100251-296,TARLA,1711,,,,,,,,,
45700,ANKARA,SINCAN,ALAGOZ,95525-59,I_K,254,,,,,,,,,
100000,IZMIR,MENEMEN,BAGCILAR,31109-1309,BAG,1750,,,,,,,,,
7000000,IZMIR,SEFERIHISAR,PAYAMLI,4079-1496,I_K,8800,UYGUN,0.0,0.0,0.0,SEFERIHISAR,1.0,1.0,1.0,1.0
130000,ANKARA,CANKAYA,DODURGA,7141-545,I_K,200,UYGUN,0.0,0.0,0.0,CANKAYA,650.0,1.0,1.0,
380000,AFYONKARAHISAR,MERKEZ,SARAYDUZU (SARAYDUZU CAYIRI),112917-216,TARLA,1937,UYGUN DEGIL,0.0,0.0,0.0,,,,,
175000,BURSA,INEGOL,HAMZABEY,63039-2,I_K,678,UYGUN,1.0,1.0,1.0,INEGOL,258.0,178.0,412.0,
650000,KOCAELI,KANDIRA,EGERCILI,81722-826,TARLA,17500,UYGUN,0.0,0.0,0.0,KANDIRA,35.0,,,
