FIYAT,IL,ILCE,MAHALLE,ILAN_NO,ARSA_TIPI,METREKARE,TAPU_DURUMU,ILGILI_BELEDIYE,METREKARE_BIRIM_FIYATI,ADA,PARSEL,KIRA_GETIRISI,TAKAS_BILINMIYOR,TAKAS_EVET,TAKAS_HAYIR,KAT_KARSILIGI_EVET,KAT_KARSILIGI_HAYIR,KREDIYE_UYGUNLUK_BILINMIYOR,KREDIYE_UYGUNLUK_UYGUN,KREDIYE_UYGUNLUK_UYGUN DEGIL
1350000,IZMIR,URLA,M. FEVZI CAKMAK,13081-1088,I_K,388,MUSTAKIL PARSEL,URLA,,0.0,0.0,,0,0,1,0,1,0,1,0
365000,AYDIN,DIDIM,AK - YENIKOY,105491-41,I_K,700,,,,,,,0,0,0,0,1,0,0,0
250000,ANKARA,GOLBASI,HACILAR,692542-255,I_K,561,,,,,,,0,0,0,0,1,0,0,0
460000,ANTALYA,DOSEMEALTI,ORTA,119098-14,I_K,650,MUSTAKIL PARSEL,1,,,,,0,0,1,0,1,0,1,0
250000,ANTALYA,KEPEZ,KIRISCILER,119339-139,I_K,375,,,,,,,0,0,0,0,1,0,0,0
62500,EDIRNE,HAVSA,OGULPASA,108725-163,TARLA,5400,,,,,,,0,0,0,0,1,0,0,0
220000,TEKIRDAG,CORLU,CUMHURIYET,64979-77,I_K,293,MUSTAKIL PARSEL,CORLU,751.0,,,,0,0,1,0,1,0,1,0
100000,KIRIKKALE,MERKEZ,YUVA,66611-1188,M_A,427,,,,,,,0,0,0,0,1,0,0,0
2000000,IZMIR,MENEMEN,GUNERLI,78870-863,K_T,1150,MUSTAKIL PARSEL,MENEMEN,,,,,0,0,1,0,1,0,1,0
75000,KONYA,SELCUKLU,SARICALAR,30896-27,TARLA,1000,HISSELI TAPU,,,,,,0,0,0,0,1,0,0,0
900000,BALIKESIR,BURHANIYE,KIZIKLI,51689-505,TARLA,6032,MUSTAKIL PARSEL,BURHANIYE,1.0,1.0,1.0,,0,0,1,0,1,0,1,0
180000,CANAKKALE,BIGA,DIKMEN,91950-209,TARLA,28400,MUSTAKIL PARSEL,BIGA,6.0,,,,0,0,0,0,1,1,0,0
55000,BALIKESIR,KEPSUT,KECIDERE,95967-974,TARLA,834,MUSTAKIL PARSEL,,,108.0,6.0,,0,0,1,0,1,0,1,0
120000,MUGLA,MENTESE,ALGI,86242-258,TARLA,5882,MUSTAKIL PARSEL,MENTESE,50.0,202.0,144.0,,0,0,1,0,1,0,0,1
800000,SAMSUN,ATAKUM,BUYUKOYUMCA,113884-46,TARLA,8900,HISSELI TAPU,CATALCAM,,,,,0,1,0,0,1,0,1,0
1250000,KOCAELI,GEBZE,DENIZLI,119944-16,TARLA,6300,MUSTAKIL PARSEL,GEBZE,198.0,,,,0,0,1,0,1,0,1,0
410000,ANTALYA,DOSEMEALTI,YENIKOY,97939-332,I_K,453,MUSTAKIL PARSEL,,,1041.0,16.0,,0,0,1,0,1,0,1,0
12000000,ISTANBUL,SILIVRI,ALIPASA,45647-404,I_K,16560,MUSTAKIL PARSEL,SILIVRI,,,,,0,0,0,0,1,0,0,0
2150000,BURSA,MUSTAFAKEMALPASA,KOMURCUKADI,114623-161,CIFTLIK,30000,,,,,,,0,0,0,0,1,1,0,0
720000,MUGLA,MARMARIS,SOGUT,17650-771,TARLA,1798,MUSTAKIL PARSEL,MARMARIS,400.0,,,,0,0,0,0,1,0,0,0
820000,BARTIN,MERKEZ,KOCAREIS,113552-17,M_A,11868,MUSTAKIL PARSEL,BARTIN,,115.0,39.0,,0,1,0,0,1,0,1,0
2500000,KASTAMONU,TOSYA,BAHCELIEVLER,111220-6,I_K,1466,,,,,,,0,0,0,0,1,0,0,0
78000,TEKIRDAG,ERGENE,BAKIRCA,117263-266,M_A,1108,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,0,1
425000,ISTANBUL,SILIVRI,SELIMPASA,10989-2851,I_K,290,MUSTAKIL PARSEL,SILIVRI,1.29,,,,0,0,1,0,1,0,0,0
24000000,IZMIR,URLA,ISKELE,114115-97,TARLA,17203,MUSTAKIL PARSEL,URLA,988.0,4472.0,13.0,,0,0,1,0,1,0,1,0
110000,BURSA,INEGOL,AKINCILAR,102650-368,BAHCE,800,MUSTAKIL PARSEL,,,,,,0,1,0,0,1,0,0,0
39000,ESKISEHIR,ODUNPAZARI,YUKARIKALABAK,92056-231,TARLA,12200,,,,,56.0,,0,0,0,1,0,0,0,0
4300000,BURSA,OSMANGAZI,DOBURCA,8331-1387,TARLA,9000,,,,,,,0,0,0,0,1,0,0,0
200000,BURSA,IZNIK,YURUKLER,66001-231,BAG,16000,,,,,,,0,0,0,0,1,0,0,0
1100000,IZMIR,MENEMEN,GAZI MUSTAFA KEMAL,78870-904,I_K,576,MUSTAKIL PARSEL,MENEMEN,2000.0,,,,0,0,1,0,1,0,1,0
35000,KONYA,MERAM,BOTSA,82406-253,BAHCE,833,MUSTAKIL PARSEL,MERAM,,,,,0,0,0,0,1,0,0,0
4725000,ANKARA,POLATLI,KARAPINAR,8528-237,TARLA,63000,,,,,,,0,0,0,0,1,0,0,0
190000,ANTALYA,SERIK,KADRIYE,116353-116,I_K,309,,,,,,,0,0,0,0,1,0,0,0
80000,DENIZLI,BAKLAN,KIRAZLI,89583-341,BAG,11000,,,,,,,0,0,0,1,0,0,0,0
30000,BALIKESIR,GONEN,INCIRLI,104504-369,TARLA,3733,,,,108.0,91.0,,0,0,0,0,1,0,1,0
40000,BURSA,IZNIK,TACIR,48529-620,BAG,2100,MUSTAKIL PARSEL,IZNIK,28.0,,,,0,1,0,0,1,0,0,1
610000,ANTALYA,KEPEZ,SELALE,119339-137,I_K,580000,,,,,,,0,0,0,0,1,0,0,0
1100000,IZMIR,URLA,DENIZLI,56500-1378,I_K,600,HISSELI TAPU,URLA,1850.0,,,,0,0,1,0,1,0,1,0
21000000,ANTALYA,KUMLUCA,GOKSU,21249-298,T_A,20587,,,,,,,0,0,0,0,1,0,0,0
600000,DUZCE,MERKEZ,CIFTEPINARLAR,120864-8,I_K,823,,,,,,,0,0,0,0,1,0,0,0
298000,KOCAELI,KARAMURSEL,EREGLI,82687-1556,I_K,479,MUSTAKIL PARSEL,KARAMURSEL,,369.0,1.0,,0,0,1,0,1,0,1,0
1480000,ISTANBUL,ATASEHIR,FERHATPASA,13402-101004,K_T,415,BILINMIYOR,ATASEHIR,3566.0,,,,0,1,0,1,0,0,1,0
850000,BALIKESIR,EDREMIT,GURE,111751-855,I_K,564,MUSTAKIL PARSEL,EDREMIT,1.0,1.0,1.0,1000.0,0,0,1,0,1,0,1,0
60000,ANTALYA,KONYAALTI,UCOLUK,119339-136,I_K,400,,,,,,,0,0,0,0,1,0,0,0
541800,GAZIANTEP,SAHINBEY,AKBULUT,95447-104,BAG,6020,MUSTAKIL PARSEL,SAHINBEY,90.0,,,,0,1,0,0,1,1,0,0
475000,ELAZIG,MERKEZ,ESEN TEPE,91825-891,I_K,420,MUSTAKIL PARSEL,ELAZIG,725.0,573.0,1.0,1.0,0,0,1,0,1,0,1,0
800000,KOCAELI,KARTEPE,SUADIYE,95434-37,TARLA,5150,MUSTAKIL PARSEL,KARTEPE,83.0,0.0,1014.0,,0,0,0,0,1,0,1,0
185000,BALIKESIR,ALTIEYLUL,PASAKOY,100033-80,I_K,1011,,ALTIEYLUL,,,,,0,0,1,0,1,0,1,0
1500000,MUGLA,FETHIYE,INLICE,88049-95,TARLA,5000,,FETHIYE,,,,,0,0,1,0,1,0,0,0
450000,IZMIR,BERGAMA,KURTULUS,113856-134,TARLA,13750,HISSELI TAPU,BERGAMA,,587.0,19.0,2000.0,0,1,0,0,1,0,1,0
215000,IZMIR,SEFERIHISAR,ATATURK,85585-1684,I_K,225,MUSTAKIL PARSEL,SEFERIHISAR,,,,,0,0,1,0,1,0,0,1
165000,MUGLA,SEYDIKEMER,KARADERE,116316-38,I_K,498,,,,,,,0,0,0,0,1,0,0,0
600000,ANKARA,PURSAKLAR,FATIH,692606-293,I_K,700,MUSTAKIL PARSEL,PURSAKLAR,600.0,0.0,0.0,,0,1,0,1,0,0,1,0
70000,BALIKESIR,BANDIRMA,AKSAKAL,110558-2402,TARLA,1675,MUSTAKIL PARSEL,BANDIRMA,,,,,0,0,1,0,1,0,0,1
385000,EDIRNE,ENEZ,GAZIOMERBEY,0-36346838,I_K,541,MUSTAKIL PARSEL,,,494.0,8.0,,0,0,1,0,1,0,1,0
175000,ANTALYA,AKSU,TOPALLI,119339-127,I_K,700,,,,,,,0,0,0,0,1,0,0,0
850000,YALOVA,ALTINOVA,SUBASI (SUBASI),88181-444,TARLA,6900,,,,,,,0,0,1,0,1,0,1,0
100000,KONYA,ALTINEKIN,AKKOY,59548-356,TARLA,18125,MUSTAKIL PARSEL,ALTINEKIN,8.0,,970.0,,0,0,1,0,1,0,1,0
180000,KOCAELI,KORFEZ,KARAYAKUPLU,106701-47,TARLA,975,MUSTAKIL PARSEL,KORFEZ BELEDIYESI,205.0,0.0,648.0,,0,0,1,0,1,0,1,0
250000,ANKARA,GOLBASI,HACILAR,23427-299,I_K,750,,,333.0,,,,0,0,0,0,1,0,0,0
15000,ANKARA,AKYURT,KARACALAR,114529-6,TARLA,405,HISSELI TAPU,AKYURT,,3491.0,25.0,,0,1,0,1,0,0,0,0
165000,MALATYA,BATTALGAZI,HANIMINCIFTLIGI,91181-4068,I_K,647,MUSTAKIL PARSEL,,,,,10.0,0,0,1,0,1,0,1,0
800000,MUGLA,ULA,KOPRUBASI,110093-112,I_K,563,MUSTAKIL PARSEL,,,,,,0,0,0,0,1,0,1,0
600000,ORDU,ALTINORDU,ORHANIYE,76244-199,BAHCE,7500,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
610000,KOCAELI,KORFEZ,MIMAR SINAN,691965-493,I_T,310,,KORFEZ,,,,,0,0,0,0,1,0,0,0
2700000,GAZIANTEP,SEHITKAMIL,DIMISKILI,70051-53,BAHCE,18000,MUSTAKIL PARSEL,SEHITKAMIL,150.0,106.0,1.0,,0,0,1,0,1,1,0,0
600000,IZMIR,KEMALPASA,85. YIL CUMHURIYET,63890-695,BAHCE,4150,,,,,,,0,0,0,0,1,0,0,0
547000,BURDUR,AGLASUN,MAMAK,0-36332567,CIFTLIK,13640,MUSTAKIL PARSEL,AGLASUN,40.0,,,,0,0,0,0,1,0,1,0
8400000,YALOVA,MERKEZ,KADIKOY (KADIKOY),115298-21,I_K,7000,,,,,,,0,0,0,1,0,0,0,0
42000,TEKIRDAG,SULEYMANPASA,KOSEILYAS,23567-1533,TARLA,1000,MUSTAKIL PARSEL,SULEYMANPASA,42.0,1.0,1.0,111111111.0,0,0,1,0,1,1,0,0
900000,KOCAELI,KARAMURSEL,KIZDERBENT,3165-5489,TARLA,10317,MUSTAKIL PARSEL,KARAMURSEL,,,,,0,1,0,0,1,0,1,0
4000000,SANLIURFA,HILVAN,YENI,90646-186,I_T,35351,MUSTAKIL PARSEL,,115.0,0.0,294.0,,0,0,0,0,1,0,1,0
720000,BALIKESIR,KARESI,KUVA-I MILLIYE,109002-130,I_K,467,MUSTAKIL PARSEL,KARESI,1.54,,,,0,0,1,0,1,0,0,0
75000,ISTANBUL,ARNAVUTKOY,TAYAKADIN,114426-44,I_K,150,,,,,,,0,0,0,0,1,0,0,0
6000000,IZMIR,URLA,KUSCULAR,67363-445,TARLA,15000,,,,,,,0,0,1,0,1,0,0,0
1550000,AFYONKARAHISAR,MERKEZ,SARAYDUZU,32355-1057,T_A,11000,MUSTAKIL PARSEL,AFYON,140.0,,,,0,0,1,0,1,0,1,0
90000,ANTALYA,KORKUTELI,KEMERAGZI,81853-1122,TARLA,340,,,,101.0,5.0,,0,0,0,0,1,0,0,0
1300000,KASTAMONU,DADAY,MERKEZ,75827-314,I_K,3834,MUSTAKIL PARSEL,DADAY,340.0,187.0,6.0,,0,0,1,1,0,1,0,0
340000,MUGLA,MENTESE,GULAGZI,114388-112,I_K,400,,,,,,,0,0,0,0,1,0,0,0
550000,ISTANBUL,CATALCA,KESTANELIK,113648-238,TARLA,1100,HISSELI TAPU,CATALCA,,0.0,0.0,,0,1,0,0,1,0,0,1
530000,MALATYA,AKCADAG,KARAPINAR,48575-1102,TARLA,13500,MUSTAKIL PARSEL,AKCADAG,,,,,0,1,0,0,1,0,1,0
90000,BURSA,IZNIK,AYDINLAR,66001-230,ZEYTINLIK,903,,,,,,,0,0,0,0,1,0,0,0
34000,BALIKESIR,GONEN,HACIMENTES,45386-14,BAHCE,1045,,,,,,,0,0,0,0,1,0,0,0
1000,ISTANBUL,PENDIK,CINARDERE,692311-217,I_K,4265,,,,,,,0,0,0,1,0,0,0,0
250000,BURSA,KARACABEY,KARAKOCA,52713-208,TARLA,5650,MUSTAKIL PARSEL,KARACABEY,,,,,0,0,0,0,1,0,0,0
800000,BARTIN,MERKEZ,ORDUYERI,99880-79,I_K,800,MUSTAKIL PARSEL,BARTIN,,,,,0,1,0,0,1,0,1,0
5500000,ISTANBUL,KUCUKCEKMECE,CENNET,70026-830,K_T,376,MUSTAKIL PARSEL,KUCUKCEKMECE,12.0,404.0,34.0,4.0,0,0,1,0,1,0,0,0
1100000,SAKARYA,GEYVE,DOGANCAY,119285-33,M_A,10000,MUSTAKIL PARSEL,SAKARYA,,,,,0,0,0,0,1,0,0,0
200000,TEKIRDAG,SULEYMANPASA,BARBAROS,101587-239,I_K,302,MUSTAKIL PARSEL,SULEYMANPASA,678.0,,7702.0,,0,0,0,0,1,0,0,0
550000,TEKIRDAG,HAYRABOLU,ILYAS,98643-366,M_A,581,,HAYRABOLU BLD.,946.0,162.0,3.0,,0,1,0,1,0,0,1,0
90000,KOCAELI,KANDIRA,SELAMETLI,60157-3350,TARLA,1926,,,,120.0,14.0,,0,0,1,0,1,0,0,1
225000,ANTALYA,MANAVGAT,HACIISALI,63613-640,I_K,625,MUSTAKIL PARSEL,,360.0,0.0,0.0,,0,0,1,0,1,0,1,0
600000,TEKIRDAG,MALKARA,KUCUKHIDIR,102825-124,TARLA,12300,MUSTAKIL PARSEL,MALKARA,,0.0,0.0,,0,0,1,0,1,0,1,0
95000,BALIKESIR,GONEN,BAYRAMIC,89492-916,TARLA,7100,,,,,,,0,0,0,0,1,0,0,0
107000,MANISA,KIRKAGAC,OGECLI,691819-263,TARLA,4500,,,,,,,0,0,0,1,0,0,0,0
650000,EDIRNE,MERKEZ,ISTASYON,91436-77,BAHCE,4340,HISSELI TAPU,EDIRNE,150.0,,,,0,0,1,0,1,1,0,0
415000,BALIKESIR,SAVASTEPE,ZAFER,83769-726,TARLA,23078,MUSTAKIL PARSEL,ZAFER,,203.0,27.0,,0,1,0,0,1,0,0,1
185000,BURSA,KESTEL,KOZLUOREN,93329-446,BAHCE,2694,,,,,,,0,0,0,0,1,0,0,0
139000,MANISA,AKHISAR,KAPAKLI,119726-122,ZEYTINLIK,4500,MUSTAKIL PARSEL,AKHISAR,,0.0,0.0,,0,0,1,0,1,0,1,0
1565000,BURSA,KESTEL,GOLCUK,93329-395,TARLA,17405,MUSTAKIL PARSEL,KESTEL,90.0,,1133.0,,0,0,1,0,1,0,1,0
450000,MERSIN(ICEL),SILIFKE,SENIR,5011-2819,TARLA,33270,MUSTAKIL PARSEL,SILIFKE,,,,,0,1,0,0,1,0,1,0
435000,DENIZLI,HONAZ,AYDINLAR,120415-4,TARLA,13735,MUSTAKIL PARSEL,HONAZ,,0.0,0.0,,0,0,1,0,1,0,1,0
1050000,ANKARA,ETIMESGUT,SEHITALI,114417-1,TARLA,5000,MUSTAKIL PARSEL,ETIMESGUT,210.0,1.0,1.0,,0,0,1,0,1,0,0,1
670000,ANTALYA,DOSEMEALTI,YENIKOY,97939-528,I_K,543,MUSTAKIL PARSEL,,,955.0,7.0,,0,0,1,0,1,0,1,0
8500000,KOCAELI,KARTEPE,UZUNCIFTLIK,84758-236,I_S,8552,,KARTEPE,,,,,0,0,0,0,1,0,0,0
350000,BURSA,OSMANGAZI,GUNDOGDU,54061-1278,BAHCE,3400,MUSTAKIL PARSEL,,,,,,0,0,0,0,1,0,0,0
185000,IZMIR,ALIAGA,B. HAYRETTIN PASA,61820-871,ZEYTINLIK,2780,,,,,,,0,0,0,0,1,0,0,0
370000,MUGLA,MILAS,MESELIK,114590-188,I_K,700,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
21000000,ISTANBUL,ESENYURT,OSMANGAZI,11115-1007,I_S,5200,MUSTAKIL PARSEL,,,,,,0,1,0,0,1,0,1,0
170000,TEKIRDAG,MURATLI,KIRKKEPENEKLI,85649-42,TARLA,5000,,,,,,,0,0,0,0,1,0,0,0
465000,MUGLA,MENTESE,YARAS,7027-458,K_T,1480,,,,,,,0,0,0,1,0,0,0,0
29500,ANKARA,CUBUK,TAHTAYAZI,93630-413,TARLA,406,,,,,,,0,0,0,0,1,0,0,0
126500,ISTANBUL,CATALCA,CAKIL,110954-208,TARLA,506,,,,,,,0,0,0,0,1,0,0,0
700000,MUGLA,MENTESE,AKCAOVA,54202-827,I_K,670,,,,,,,0,0,0,0,1,0,0,0
22000,ESKISEHIR,ODUNPAZARI,YENISOFCA,92056-221,TARLA,1000,,,,0.0,25.0,,0,0,0,1,0,0,0,0
200000,AKSARAY,SARIYAHSI,OZAL,34923-885,I_K,1160,MUSTAKIL PARSEL,SARIYAHSI,,,5399.0,,0,1,0,1,0,0,1,0
2500000,DENIZLI,PAMUKKALE,GONCALI,91390-518,TARLA,20000,MUSTAKIL PARSEL,PAMUKKALE,1250.0,,,,0,0,1,0,1,0,1,0
19000000,KOCAELI,CAYIROVA,AKSE,4703-1659,I_K,6235,MUSTAKIL PARSEL,,2807.0,568.0,1.0,,0,1,0,1,0,0,1,0
600000,KONYA,SELCUKLU,TOMEK,20646-813,TARLA,11415,MUSTAKIL PARSEL,,,42744.0,11.0,,0,0,1,0,1,0,0,1
475000,ANKARA,PURSAKLAR,SIRKELI YESILOVA,93206-387,TARLA,1657,HISSELI TAPU,,,,,,0,1,0,0,1,0,0,1
115000,KAYSERI,INCESU,ORENSEHIR,95003-142,I_K,742,MUSTAKIL PARSEL,INCESU,,,,,0,0,1,0,1,0,0,0
420000,BALIKESIR,GOMEC,KEREMKOY,81481-773,I_K,566,,,,,,,0,0,0,0,1,0,0,0
175000,KAHRAMANMARAS,DULKADIROGLU,CATMAYAYLA,110073-49,BAG,9385,MUSTAKIL PARSEL,DULKADIROGLU,185.0,105.0,397.0,,0,1,0,0,1,0,0,1
200000,IZMIR,TIRE,TURAN,40118-153,TARLA,2000,MUSTAKIL PARSEL,TIRE,1000.0,1.0,1.0,,0,0,1,0,1,0,1,0
77000,BURDUR,CELTIKCI,BAGSARAY,92124-238,TARLA,3000,MUSTAKIL PARSEL,1,,,,,0,0,1,0,1,0,1,0
600000,MUGLA,ORTACA,FEVZIYE,117249-78,TARLA,6250,MUSTAKIL PARSEL,,,,,,0,0,0,0,1,0,0,0
1050000,MUGLA,MENTESE,YENIKOY,92216-790,I_K,936,MUSTAKIL PARSEL,MENTESE,,,1378.0,,0,0,1,1,0,0,1,0
690000,KONYA,SELCUKLU,YUKARIPINARBASI,692475-40,TARLA,10300,,,,,,,0,0,0,0,1,0,0,0
350000,MERSIN(ICEL),SILIFKE,TASUCU,39623-1573,I_K,243,,,,,,,0,0,0,0,1,0,0,0
280000,KOCAELI,KARTEPE,ARSLANBEY,28019-6893,K_T,500,MUSTAKIL PARSEL,KARTEPE,560.0,254.0,11.0,,0,0,1,0,1,0,1,0
115000,ANKARA,GOLBASI,KARAGEDIK AYDIN,4444-2065,I_K,1000,HISSELI TAPU,GOLBASI,,113257.0,6.0,,0,0,0,0,1,0,1,0
400000,TEKIRDAG,SARAY,BEYAZKOY,85091-541,TARLA,9500,HISSELI TAPU,SARAY,42.0,,4433.0,,0,1,0,0,1,0,0,0
200000,KONYA,SELCUKLU,TATKOY,103154-20,I_K,1082,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,0,0
1400000,AMASYA,MERZIFON,YOLUSTU,114858-106,TARLA,101646,,,,,,,0,0,0,0,1,0,0,0
410000,MUGLA,ORTACA,SARIGERME,34925-4662,I_K,410,MUSTAKIL PARSEL,ORTACA,915.0,,,,0,1,0,0,1,0,1,0
550000,KOCAELI,KARAMURSEL,PAZARKOY,25443-507,M_A,1191,,,,,,,0,0,0,0,1,0,0,0
60000,DUZCE,MERKEZ,NUHLAR,106078-332,BAHCE,525,MUSTAKIL PARSEL,DUZCE,,171.0,56.0,,0,0,1,0,1,0,1,0
425000,CANAKKALE,MERKEZ,YUKARIOKCULAR,692520-80,TARLA,17500,,,,,,,0,0,0,0,1,0,0,0
115000,DENIZLI,PAMUKKALE,GUZELPINAR,91390-579,I_K,575,,,200.0,,,,0,0,0,0,1,0,0,0
30000,BURDUR,AGLASUN,HAMAM,112157-196,TARLA,1822,MUSTAKIL PARSEL,AGLASUN,16.0,372.0,84.0,,0,0,1,0,1,0,1,0
2810000,ANTALYA,KEMER,KUZDERE,38288-552,TARLA,14050,MUSTAKIL PARSEL,KEMER,,,,,0,0,1,0,1,1,0,0
354000,EDIRNE,MERKEZ,ISTASYON,76041-2,TARLA,2880,MUSTAKIL PARSEL,,,0.0,3316.0,,0,1,0,0,1,0,1,0
750000,SAKARYA,SERDIVAN,ASAGIDEREKOY,85255-120,TARLA,14780,MUSTAKIL PARSEL,SERDIVAN,20.0,0.0,1195.0,,0,0,1,0,1,0,0,1
130000,BURDUR,BUCAK,COBANPINARI (KARAAGAC),692224-76,CIFTLIK,4082,,,,,,,0,0,0,0,1,0,0,0
125000,KONYA,KARATAY,SARACOGLU,109414-4,I_K,743,MUSTAKIL PARSEL,KARATAY,130.0,24846.0,23.0,,0,0,1,0,1,0,1,0
1500000,MARDIN,ARTUKLU,OFIS OSB,106805-114,I_S,4350,,,,,,,0,0,0,0,1,0,0,0
2050000,ANKARA,POLATLI,KARAPINAR,0-35725471,K_T,15000,MUSTAKIL PARSEL,POLATLI,,,,,0,0,0,0,1,1,0,0
2150000,MUGLA,KOYCEGIZ,ZEYTINALANI,34923-1065,TARLA,18900,,,,,,,0,0,0,0,1,0,0,0
600000,ANTALYA,KEMER,GOYNUK,119339-142,I_K,460,,,,,,,0,0,0,0,1,0,0,0
400000,CORUM,MERKEZ,BAHCELIEVLER,98561-870,I_K,433,MUSTAKIL PARSEL,CORUM,920.0,1856.0,13.0,,0,0,0,1,0,0,0,0
490000,KOCAELI,BASISKELE,YUVACIK YAKACIK,108752-5,K_T,591,MUSTAKIL PARSEL,BASISKELE,676.0,853.0,2.0,1000.0,0,1,0,1,0,0,1,0
350000,IZMIR,TORBALI,CAKIRBEYLI,102474-273,BAHCE,3700,HISSELI TAPU,TORBALI,,,,,0,1,0,0,1,0,1,0
1450000,IZMIR,KARABURUN,PARLAK,100034-86,TARLA,5737,MUSTAKIL PARSEL,,253.0,,,,0,0,1,0,1,0,1,0
1500000,BALIKESIR,ERDEK,ASAGIYAPICI,110558-2428,TARLA,1550,MUSTAKIL PARSEL,ERDEK,10000.0,,,,0,0,1,0,1,0,1,0
1650000,TEKIRDAG,CORLU,TURKGUCU,114899-20,I_K,11000,,,,,,,0,0,0,0,1,0,0,0
470000,MUGLA,DALAMAN,SEREFLER,34925-4787,I_K,474,MUSTAKIL PARSEL,DALAMAN,,,,,0,0,1,0,1,0,1,0
320000,ANTALYA,KONYAALTI,ASAGIKARAMAN,31719-385,TARLA,2000,MUSTAKIL PARSEL,KONYAALTI,,1111.0,1111.0,,0,0,1,0,1,0,0,1
150000,DENIZLI,HONAZ,CUMHURIYET,36050-396,BAHCE,1850,HISSELI TAPU,,,,,,0,0,1,0,1,0,1,0
210000,ESKISEHIR,TEPEBASI,MUTTALIP KOYUNLAR,108178-61,TARLA,7000,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
450000,BURSA,MUSTAFAKEMALPASA,LALASAHIN,79425-207,TARLA,11413,MUSTAKIL PARSEL,,,256.0,109.0,,0,0,0,0,1,1,0,0
80000,MUGLA,MILAS,KALINAGIL,86529-74,TARLA,1077,MUSTAKIL PARSEL,MILAS,,101.0,153.0,,0,0,1,0,1,0,1,0
60000,BALIKESIR,GONEN,SUCIKTI,29906-112,TARLA,15949,MUSTAKIL PARSEL,GONEN,,120.0,12.0,,0,1,0,1,0,0,1,0
320000,AYDIN,INCIRLIOVA,KARABAG,0-36302759,TARLA,2007,MUSTAKIL PARSEL,INCIRLIOVA BELEDIYES,,162.0,2.0,,0,0,1,0,1,1,0,0
1660000,ANKARA,KALECIK,CANDIR,116637-85,TARLA,136607,MUSTAKIL PARSEL,KALECIK,12.0,145.0,1.0,,0,0,1,0,1,0,1,0
2380000,ISTANBUL,BEYKOZ,BOZHANE,0-11410195,I_K,3400,MUSTAKIL PARSEL,BEYKOZ,700.0,50.0,,,0,0,1,0,1,0,1,0
65000,BURSA,MUSTAFAKEMALPASA,OVAAZATLI,114245-31,TARLA,3000,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,1,0,0
2200000,SAMSUN,ONDOKUZMAYIS,DEREKOY,117192-45,M_A,2002,,,,,,,0,0,0,0,1,0,0,0
168500,EDIRNE,MERKEZ,SAZLIDERE,116705-159,TARLA,2300,,,,,,,0,0,0,0,1,0,0,0
65000,TOKAT,MERKEZ,SONGUT,89213-295,TARLA,485,MUSTAKIL PARSEL,,,106.0,302.0,,0,0,1,0,1,0,1,0
2050000,KIRSEHIR,MERKEZ,GOLHISAR,0-32484859,TARLA,41592,MUSTAKIL PARSEL,,,478.0,8.0,4900.0,0,0,1,0,1,0,1,0
2180000,ANTALYA,DOSEMEALTI,CIPLAKLI,118389-77,TARLA,8376,MUSTAKIL PARSEL,KEPEZ,,,,,0,0,1,0,1,0,0,1
512000,KOCAELI,BASISKELE,YESILKENT,116019-5,I_K,639,MUSTAKIL PARSEL,BASISKELE,672.0,,,,0,0,1,0,1,0,1,0
31500000,ANKARA,KIZILCAHAMAM,ISMETPASA,8054-609,T_A,30653,,,,,,,0,0,0,0,1,0,0,0
180000,KAYSERI,TALAS,KAMBER,118889-23,TARLA,12000,MUSTAKIL PARSEL,TALAS,,,,,0,0,1,0,1,0,1,0
510000,HATAY,ANTAKYA,KISECIK,119790-26,BAHCE,3194,,,,,,,0,0,0,0,1,0,0,0
2500000,KOCAELI,KARAMURSEL,KAYACIK,115796-12,I_K,1192,,,,,,,0,0,0,0,1,0,0,0
230000,TEKIRDAG,SULEYMANPASA,BARBAROS,105546-63,I_K,462,MUSTAKIL PARSEL,,,,8622.0,,0,1,0,0,1,0,1,0
1200000,ANTALYA,ALANYA,ALIEFENDI,120240-11,M_A,6700,,,,,,,0,0,0,0,1,0,0,0
6000000,MERSIN(ICEL),AKDENIZ,BAGLARBASI,96400-30,TARLA,33000,MUSTAKIL PARSEL,AKDENIZ,,,,,0,0,1,0,1,1,0,0
3300000,DUZCE,AKCAKOCA,MELENAGZI,115060-65,OZEL_K,7804,MUSTAKIL PARSEL,AKCAKOCA BELEDIYESI,,,1221.0,,0,0,1,0,1,0,0,0
3000000,BOLU,MERKEZ,KARACASU (KARACASU FATIH),107193-55,I_K,15000,,,,,,,0,0,0,0,1,0,0,0
310000,YALOVA,ALTINOVA,KAYTAZDERE (KAYTAZDERE),40477-149,I_K,431,MUSTAKIL PARSEL,KAYTAZDERE,,,,,0,0,1,0,1,0,1,0
2000000,CANAKKALE,MERKEZ,ERENKOY,119215-9,TARLA,9834,HISSELI TAPU,CANAKKALE,203.0,,4850.0,,0,0,1,0,1,0,1,0
175000,CANAKKALE,GELIBOLU,BURHANLI,89684-112,TARLA,8365,MUSTAKIL PARSEL,,22.0,110.0,3.0,,0,0,0,0,1,0,0,0
