FIYAT,IL,ILCE,MAHALLE,ILAN_NO,ARSA_TIPI,METREKARE,TAPU_DURUMU,ILGILI_BELEDIYE,METREKARE_BIRIM_FIYATI,ADA,PARSEL,KIRA_GETIRISI,TAKAS_BILINMIYOR,TAKAS_EVET,TAKAS_HAYIR,KAT_KARSILIGI_EVET,KAT_KARSILIGI_HAYIR,KREDIYE_UYGUNLUK_BILINMIYOR,KREDIYE_UYGUNLUK_UYGUN,KREDIYE_UYGUNLUK_UYGUN DEGIL
1400000000,MUGLA,MILAS,KIYIKISLACIK,4840-1502,T_A,1000000,MUSTAKIL PARSEL,MILAS,1200.0,,,,0,0,0,0,1,0,0,0
150000,GAZIANTEP,SAHINBEY,SARISALKIM,111420-71,I_K,178,HISSELI TAPU,,843.0,8606.0,3.0,,0,1,0,0,1,0,1,0
2690000,ADIYAMAN,MERKEZ,GOZTEPE,117015-270,TARLA,45000,HISSELI TAPU,1,60.0,1.0,1.0,,0,0,1,0,1,0,1,0
1050000,ISTANBUL,MALTEPE,ESENKENT,0-34687817,K_T,188,MUSTAKIL PARSEL,MALTEPE,,2052.0,3.0,,0,1,0,0,1,0,1,0
98000,ERZURUM,YAKUTIYE,LALAPASA,78645-2617,I_T,200,HISSELI TAPU,AZIZIYE,750.0,12895.0,3.0,,0,0,1,0,1,0,1,0
42000000,MUGLA,BODRUM,KOYUNBABA,81841-304,I_K,9353,MUSTAKIL PARSEL,BODRUM,4811.0,226.0,1.0,,0,1,0,0,1,0,0,1
5000000,ORDU,UNYE,GOLEVI,67884-138,CIFTLIK,59000,,,,,,,0,0,0,0,1,0,0,0
300000,AYDIN,DIDIM,BALAT,63738-1514,TARLA,7000,,,,,,,0,0,0,0,1,0,0,0
290000,ANKARA,GOLBASI,SUBASI,27060-2085,TARLA,11000,HISSELI TAPU,GOLBASI,,,,,0,1,0,0,1,0,0,0
80000,CANAKKALE,GELIBOLU,DEMIRTEPE,119415-16,I_K,500,MUSTAKIL PARSEL,GELIBOLU,,,,,0,1,0,0,1,0,0,0
135000,IZMIR,MENDERES,OGLANANASI CUMHURIYET,78962-10,BAHCE,300,,,,,,,0,0,0,0,1,0,0,0
200000,BALIKESIR,ALTIEYLUL,KOYLU,92150-15,I_K,725,,,,,,,0,0,0,0,1,0,0,0
85000,KONYA,SELCUKLU,BASARAKAVAK,85632-54,TARLA,4500,MUSTAKIL PARSEL,SELCUKLU,18.0,271.0,,500.0,0,0,1,0,1,1,0,0
260000,YALOVA,CIFTLIKKOY,500 EVLER,117508-25,I_K,473,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,0,1
175000,VAN,EDREMIT,YENI CAMI,121138-11,M_A,550,MUSTAKIL PARSEL,VAN/ EDREMIT,319.0,183.0,67.0,,0,0,1,0,1,0,1,0
111111,IZMIR,CESME,ILDIR,3204-628,S_A,339,HISSELI TAPU,CESME,1.0,1.0,1.0,,0,0,1,0,1,0,0,1
425000,BOLU,MERKEZ,KULTUR,111680-7,I_K,358,,BOLU,,,,,0,0,0,0,1,0,0,0
80000,KONYA,MERAM,KIZILOREN,57307-305,TARLA,3207,MUSTAKIL PARSEL,MERAM,,256.0,81.0,,0,0,0,0,1,0,0,1
1850,ORDU,ALTINORDU,KARAPINAR,55105-357,I_S,563,MUSTAKIL PARSEL,,3280.0,,,,0,0,0,0,1,0,1,0
1750000,MERSIN(ICEL),SILIFKE,YENI,37796-931,BAHCE,14120,,,,,,,0,0,0,0,1,0,0,0
105000,BALIKESIR,EDREMIT,HEKIMZADE,79509-301,K_T,100,MUSTAKIL PARSEL,EDREMIT,,,,,0,1,0,1,0,0,1,0
190000,BURSA,OSMANGAZI,BAGLARBASI,115489-79,I_K,110,,,,,,,0,0,0,0,1,0,0,0
1750000,IZMIR,ALIAGA,YENISAKRAN,27103-3674,ZEYTINLIK,8720,,,,,,,0,0,0,0,1,0,1,0
48000,ANKARA,CUBUK,MELIKSAH,15143-214,TARLA,1,,CUBUK,,,,,0,0,0,0,1,0,0,0
500000,BALIKESIR,ERDEK,TURAN,53461-1039,TARLA,340,,,,,,,0,0,0,0,1,0,0,0
400000,KIRKLARELI,MERKEZ,KAVAKLI (CELALIYE),97747-50,K_T,818,,,,,,,0,0,0,0,1,0,0,0
200000,IZMIR,TORBALI,DIRMIL,102474-116,ZEYTINLIK,11000,MUSTAKIL PARSEL,TORBALI,,,,,0,0,1,0,1,0,1,0
550000,KOCAELI,GOLCUK,SIYRETIYE,692368-208,TARLA,2400,,,,,,,0,0,0,0,1,0,0,0
195000,TEKIRDAG,SULEYMANPASA,YENIKOY,5360-908,BAG,1344,,,,,,,0,0,0,0,1,0,0,0
1500000,MUGLA,FETHIYE,GOKCEOVACIK,114415-91,TARLA,2094,MUSTAKIL PARSEL,FETHIYE,716.0,101.0,72.0,1.0,0,0,1,0,1,0,1,0
630000,IZMIR,URLA,YELALTI,51336-115,I_K,142,MUSTAKIL PARSEL,URLA,4440.0,,,1.0,0,0,1,0,1,0,1,0
110000,BURSA,IZNIK,MUSTAFALI,83243-21,ZEYTINLIK,791,,,,,,,0,0,0,1,0,0,0,0
1550000,KOCAELI,KARAMURSEL,KARAAHMETLI,118138-146,BAHCE,1662,MUSTAKIL PARSEL,KARAMURSEL,,,,,0,0,1,0,1,0,0,0
320000,IZMIR,MENEMEN,FATIH,109304-134,I_K,439,MUSTAKIL PARSEL,MENEMEN,,,,,0,0,0,0,1,0,0,0
1849000,ISTANBUL,SILE,KIZILCA,15024-49,K_T,11499,MUSTAKIL PARSEL,SILE,1000.0,1.0,1.0,1.0,0,0,0,0,1,0,1,0
1200000,ISTANBUL,SILIVRI,KAVAKLI,101597-24,M_A,2000,MUSTAKIL PARSEL,SILIVRI,500.0,,,,0,0,1,0,1,0,1,0
315000,BALIKESIR,GOMEC,KARAAGAC,92161-292,I_K,309,,,,,,,0,0,0,0,1,0,0,0
312800,BOLU,MERKEZ,BURNUK,119367-4,TARLA,7820,MUSTAKIL PARSEL,BOLU IL OZEL IDARESI,40.0,,252.0,,0,0,1,0,1,0,0,1
220000,ANTALYA,KORKUTELI,UZUNOLUK,8516-2294,I_K,575,,,,,,,0,0,0,0,1,0,0,0
1800000,ISTANBUL,KADIKOY,MERDIVENKOY,67619-708,I_K,149,BILINMIYOR,KADIKOY,,2626.0,6.0,2500.0,0,0,1,1,0,0,1,0
320000,BURSA,MUDANYA,CEPNI,82016-418,ZEYTINLIK,1805,,,,,,,0,0,0,0,1,0,0,0
125000,KARABUK,MERKEZ,KALE,120573-24,BAG,1070,,,,,,,0,0,0,0,1,0,0,0
28500,BURSA,NILUFER,YOLCATI,116976-54,TARLA,76,HISSELI TAPU,NILUFER,,,3227.0,,0,1,0,0,1,0,0,1
245000,EDIRNE,MERKEZ,ISTASYON,71252-926,I_K,251,MUSTAKIL PARSEL,EDIRNE,,,,1000.0,0,0,1,0,1,0,1,0
650000,MUGLA,MILAS,KARAPINAR,4884-3259,I_K,2700,,MILAS,,,,,0,0,0,0,1,0,1,0
53000,ISTANBUL,SILIVRI,BEYCILER,66414-1740,TARLA,448,HISSELI TAPU,,,,725.0,,0,1,0,0,1,0,0,1
1750000,KONYA,EREGLI,AZIZIYE,84253-710,BAHCE,154000,MUSTAKIL PARSEL,,,,,,0,1,0,0,1,0,1,0
290000,EDIRNE,MERKEZ,TAYAKADIN,116115-226,OZEL_K,123266,,,,,,,0,0,0,0,1,0,0,0
350000,ANTALYA,FINIKE,BOLDAG,95290-94,I_K,278,MUSTAKIL PARSEL,FINIKE,,472.0,9.0,,0,1,0,0,1,0,1,0
110000,IZMIR,TIRE,IHSANIYE,119391-76,OZEL_K,120,,,,,,,0,0,0,0,1,0,0,0
850000,MERSIN(ICEL),TARSUS,INCIRGEDIGI,117052-92,TARLA,33000,,,,,,,0,0,0,0,1,0,0,0
195000,CANAKKALE,EZINE,GEYIKLI (HURRIYET),120407-2,I_K,227,,,,,,,0,0,0,0,1,0,0,0
44000,ANKARA,AYAS,TEKKE,66968-575,I_K,500,HISSELI TAPU,AYAS,,238.0,4.0,,0,1,0,0,1,0,1,0
557700,ANTALYA,AKSU,SOLAK,111620-58,TARLA,3718,,,,,,,0,0,0,0,1,0,0,0
460000,CANAKKALE,BAYRAMIC,DALOBA,94711-168,BAHCE,10107,MUSTAKIL PARSEL,,,129.0,1.0,,0,1,0,0,1,0,1,0
900000,IZMIR,KEMALPASA,AKALAN,45141-535,BAHCE,4400,MUSTAKIL PARSEL,,250.0,,,,0,0,1,0,1,0,1,0
99000,IZMIR,BERGAMA,AYVATLAR,118849-38,I_K,175,,,,,,,0,0,0,0,1,0,0,0
800000,BURSA,NILUFER,BADIRGA,46130-466,I_K,2210,,NILUFER,,,,,0,0,1,0,1,0,1,0
200000,CANAKKALE,CAN,CALTIKARA,36666-2779,TARLA,36438,,,,,,,0,0,0,0,1,0,0,0
111111,ANKARA,GOLBASI,TASPINAR,13865-1437,I_K,10200,MUSTAKIL PARSEL,,,,,,0,0,1,1,0,0,0,0
4725000,KOCAELI,GOLCUK,YUKARI,93689-59,BAG,13500,,,,,,,0,0,0,0,1,0,0,0
300000,MERSIN(ICEL),TARSUS,TOPAKLI,117052-166,TARLA,20000,,,,,,,0,0,0,0,1,0,0,0
10999999,BURSA,GEMLIK,ENGURUCUK,46710-24660,I_T,18672,,,,1458.0,29.0,,0,0,0,0,1,0,0,0
1520000,MERSIN(ICEL),SILIFKE,ATAYURT,29240-1102,TARLA,15200,MUSTAKIL PARSEL,SILIFKE,,,,,0,0,1,0,1,0,1,0
500000,ANTALYA,DOSEMEALTI,YENIKOY,87281-136,I_K,650,MUSTAKIL PARSEL,DOSEMEALTI,,356.0,7.0,,0,0,1,0,1,0,1,0
470000,TOKAT,MERKEZ,KASIKCIBAGLARI,67401-240,TARLA,4000,,,,,,,0,0,0,0,1,0,0,0
900000,GAZIANTEP,SAHINBEY,AKBULUT,26684-322,BAHCE,4500,MUSTAKIL PARSEL,SAHINBEY,200.0,,,,0,0,1,0,1,0,0,1
320000,BALIKESIR,KARESI,KUVA-I MILLIYE,92150-81,I_K,311,MUSTAKIL PARSEL,KARESI,,12477.0,62.0,,0,0,1,0,1,0,1,0
350000,MERSIN(ICEL),AYDINCIK,ESKIYURUK,112447-138,K_T,1607,,,,,,,0,0,0,0,1,0,0,0
1600000,MUGLA,MENTESE,MUSLIHITTIN,7027-476,I_T,240,MUSTAKIL PARSEL,MENTESE,,,,,0,0,1,0,1,0,1,0
425000,TRABZON,YOMRA,KASUSTU,95159-13,I_K,305,,,,,,,0,0,0,0,1,0,0,0
850000,HATAY,BELEN,KICI,119384-3,ZEYTINLIK,41600,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
1000,ANTALYA,KEPEZ,HABIBLER,692224-44,I_K,9000,,,,,,,0,0,0,1,0,0,0,0
420000,MERSIN(ICEL),SILIFKE,YESILOVACIK,39623-1473,I_K,642,,,,,,,0,0,0,0,1,0,0,0
490000,BALIKESIR,BURHANIYE,KIZIKLI,51689-539,TARLA,3380,MUSTAKIL PARSEL,BURHANIYE,1.0,1.0,1.0,,0,0,1,0,1,0,1,0
250000,IZMIR,SEFERIHISAR,ORHANLI,80722-1111,TARLA,1882,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
475000,BURSA,KESTEL,KOZLUOREN,42146-357,BAHCE,5100,,,,,,,0,0,0,0,1,0,0,0
800000,MERSIN(ICEL),SILIFKE,SAYAGZI,39623-1661,I_K,1900,,,,,,,0,0,0,0,1,0,0,0
550000,IZMIR,MENDERES,DEREKOY,51336-127,BAHCE,1000,HISSELI TAPU,MENDERES,550.0,,,1.0,0,0,1,0,1,0,1,0
232000,ANKARA,CANKAYA,YAKUPABDAL,104775-3552,TARLA,1600,,,,,,,0,0,0,0,1,0,0,0
650000,CANAKKALE,EZINE,GEYIKLI (CUMHURIYET),65273-1439,ZEYTINLIK,16900,,,,,,,0,0,0,0,1,0,0,0
215000,BURSA,MUDANYA,ESENCE,76332-1229,ZEYTINLIK,668,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,1,0,0
1650000,ISTANBUL,SILIVRI,ALIPASA,107275-191,I_K,904,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
500000,ANTALYA,AKSU,ALTINTAS,39661-1349,TARLA,335,HISSELI TAPU,,1493.0,,,,0,1,0,0,1,0,1,0
475000,KOCAELI,KARAMURSEL,TEPEKOY,3165-6367,TARLA,4412,,KARAMURSEL,,,,,0,0,1,0,1,0,0,0
2000000,BOLU,MERKEZ,SANDALLAR,118186-22,I_K,1728,MUSTAKIL PARSEL,,1157.0,1799.0,1.0,,0,0,1,1,0,0,1,0
249000,KIRKLARELI,PINARHISAR,SUTLUCE,119081-12,TARLA,2106,,,,,,,0,0,0,0,1,0,0,0
675000,MUGLA,BODRUM,GUMUSLUK,9927-545,I_K,652,MUSTAKIL PARSEL,BODRUM,,270.0,8.0,,0,0,1,0,1,0,0,0
475000,SAMSUN,BAFRA,DEDELI,113941-121,TARLA,2500,MUSTAKIL PARSEL,,,,,,0,0,0,0,1,0,1,0
1250000,ADIYAMAN,MERKEZ,ALTINSEHIR,117341-26,TARLA,2500,MUSTAKIL PARSEL,,500.0,,,,0,0,1,0,1,0,1,0
10000000,ANKARA,MAMAK,CIGILTEPE,24112-201,I_T,5000,,,,,,,0,1,0,1,0,0,0,0
575000,SAMSUN,TERME,HUSEYINMESCIT,119927-39,TARLA,9000,,,,,,,0,0,0,0,1,0,0,0
4950000,ISTANBUL,FATIH,TOPKAPI,3962-2587,I_K,847,,FATIH,,,,,0,0,0,0,1,0,1,0
1500000,ANTALYA,GAZIPASA,ZEYTINADA,28320-3309,I_K,6000,MUSTAKIL PARSEL,GAZIPASA BELEDIYESI,,111.0,47.0,,0,0,1,0,1,0,1,0
450000,BURSA,NILUFER,HASANAGA,58292-5981,BAHCE,4200,MUSTAKIL PARSEL,NILUFER,1000.0,0.0,1925.0,,0,1,0,0,1,1,0,0
450000,MARDIN,ARTUKLU,NUR,101361-188,TARLA,7615,,,,,,,0,0,0,0,1,0,0,0
150000,BURDUR,BUCAK,ALAATTIN,74166-433,I_K,455,,,,,,,0,0,0,1,0,0,0,0
95000,BALIKESIR,ALTIEYLUL,AKCAKOY,88772-91,TARLA,4400,,,,,,,0,0,0,1,0,0,0,0
1300000,ISTANBUL,CATALCA,CIFTLIKKOY,113416-53,M_A,996,,,,,,,0,0,0,0,1,0,0,0
42000,KONYA,MERAM,GODENE,691782-35,BAHCE,470,HISSELI TAPU,MERAM,63.0,27633.0,86.0,,0,0,1,0,1,0,0,0
1350000,BOLU,MERKEZ,KILICARSLAN,118186-5,I_K,627,MUSTAKIL PARSEL,,2150.0,3371.0,6.0,,0,0,1,0,1,0,1,0
220000,SAMSUN,BAFRA,FEVZI CAKMAK,113941-33,I_S,172,,,,,,,0,0,0,0,1,0,0,0
72000000,MUGLA,BODRUM,GOLKOY,8697-275,T_A,8500,MUSTAKIL PARSEL,BODRUM,,,,,0,0,0,0,1,0,1,0
650000,MUGLA,MILAS,OREN,109955-63,I_K,549,MUSTAKIL PARSEL,MILAS BELEDIYESI,,,,,0,0,1,0,1,0,0,1
350000,ISTANBUL,AVCILAR,FIRUZKOY,49474-2405,I_K,150,MUSTAKIL PARSEL,AVCILAR,,,,,0,1,0,1,0,0,1,0
450000,KOCAELI,KORFEZ,KALBURCU,50906-462,TARLA,3383,,,,,,,0,0,0,0,1,0,0,0
1100000,ISTANBUL,BEYKOZ,MERKEZ,2921-1789,I_K,210,MUSTAKIL PARSEL,BEYKOZ,,354.0,10.0,,0,0,1,0,1,0,1,0
450000,BALIKESIR,AYVALIK,KAZIM KARABEKIR,31722-612,ZEYTINLIK,8311,,,,,,,0,0,0,0,1,0,0,0
1300000,ISTANBUL,SILIVRI,KADIKOY,53815-984,TARLA,8600,MUSTAKIL PARSEL,SILIVRI BELEDIYESI,,,,,0,1,0,0,1,0,1,0
375000,MUGLA,SEYDIKEMER,DOGANLAR,105472-95,TARLA,8000,,,,,,,0,0,1,0,1,0,0,0
990000,KARAMAN,MERKEZ,YILANGOMU,108774-477,BAHCE,47500,MUSTAKIL PARSEL,,,0.0,0.0,10000.0,0,1,0,1,0,0,1,0
410000,YALOVA,MERKEZ,BAGLARBASI,92048-763,I_K,262,,,,,,,0,0,0,0,1,0,0,0
355000,EDIRNE,MERKEZ,MITHAT PASA,79863-437,I_K,396,,,,,,,0,0,0,0,1,0,0,0
265000,ANKARA,SINCAN,ALCI,95525-9,I_K,732,MUSTAKIL PARSEL,SINCAN,,524.0,7.0,,0,0,0,1,0,0,0,0
300000,MUGLA,FETHIYE,GOCEK,108772-58,TARLA,1316,,FETHIYE,,,,,0,0,0,0,1,0,0,0
550000,KOCAELI,IZMIT,KAYNARCA,66946-364,TARLA,2600,MUSTAKIL PARSEL,IZMIT,215.0,,,,0,1,0,0,1,0,1,0
450000,TOKAT,MERKEZ,EMIRSEYIT (BAHCELIEVLER),89213-85,TARLA,3346,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
188000,KAHRAMANMARAS,DULKADIROGLU,KUCUKNACAR,116379-102,TARLA,8700,MUSTAKIL PARSEL,DULKADIROGLU,15.0,101.0,78.0,,0,1,0,0,1,0,1,0
3500000,MERSIN(ICEL),TARSUS,KIRKLARSIRTI,117052-146,TARLA,7800,,,,,,,0,0,0,0,1,0,0,0
160000,IZMIR,BUCA,KARACAAGAC,111716-85,BAHCE,415,,,,,,,0,0,0,0,1,0,0,0
195000,BALIKESIR,ALTIEYLUL,KOYLU,119006-167,M_A,724,,,269.0,132.0,6.0,,0,0,1,0,1,0,0,1
1100000,HATAY,ALTINOZU,SOFULAR,68974-6820,TARLA,22000,MUSTAKIL PARSEL,ALTINOZU,50.0,148.0,4.0,,0,0,1,0,1,0,1,0
10000000,GIRESUN,ESPIYE,MERKEZ,73020-1797,I_K,8220,,,,,,,0,0,0,0,1,0,0,0
5750000,CANAKKALE,MERKEZ,KARACAOREN,119415-45,I_K,5912,,,,,,,0,0,0,0,1,0,0,0
22500,ANKARA,CUBUK,OVACIK,93630-435,TARLA,2391,,,,,,,0,0,0,0,1,0,0,0
105000,BURSA,NILUFER,KORUBASI,89894-61,TARLA,2508,MUSTAKIL PARSEL,NILUFER,,101.0,985.0,,0,0,1,0,1,0,0,1
2250000,BALIKESIR,IVRINDI,GOKCEYAZI,88772-96,I_T,9000,,,,,,,0,0,0,0,1,0,0,0
125000,MERSIN(ICEL),SILIFKE,UZUNCABURC,112447-176,I_K,960,,,,,,,0,0,0,0,1,0,0,0
475000,BARTIN,MERKEZ,GECEN,95779-516,TARLA,4149,,,,129.0,621.0,,0,0,0,0,1,0,0,0
560000,KAYSERI,HACILAR,AKYAZI,112363-148,BAG,1647,MUSTAKIL PARSEL,HACILAR,,128.0,15.0,,0,0,1,0,1,0,1,0
475000,DENIZLI,BAKLAN,GURLUK,89583-361,TARLA,43325,,,,,,,0,0,0,1,0,0,0,0
750000,IZMIR,BAYRAKLI,OSMANGAZI,102123-5,I_K,316,MUSTAKIL PARSEL,BAYRAKLI,,,,,0,0,0,0,1,0,1,0
100000,ANTALYA,ALANYA,IMAMLI,104035-49,TARLA,12700,,,,,,,0,0,0,0,1,0,0,0
1500000,ISTANBUL,CATALCA,KABAKCA,104769-65,TARLA,7900,,,,,,,0,0,0,0,1,0,0,0
250000,TOKAT,MERKEZ,BEDESTENLIOGLU,69407-234,I_K,456,MUSTAKIL PARSEL,TOKAT,,,,,0,0,1,0,1,0,1,0
98000,MANISA,SOMA,ISTASYON,691819-255,I_K,310,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,0,0
195000,GAZIANTEP,SEHITKAMIL,AKCAGOZE,116474-7,BAG,5400,MUSTAKIL PARSEL,,,124.0,122.0,,0,1,0,1,0,0,0,0
245000,MUGLA,MILAS,KORU,106277-591,ZEYTINLIK,2485,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
40000000,TEKIRDAG,SULEYMANPASA,KOSEILYAS,28324-234,I_K,79800,MUSTAKIL PARSEL,SULEYMANPASA,326.0,,,,0,0,1,0,1,0,1,0
205000,ANTALYA,DOSEMEALTI,CIPLAKLI,42658-1281,I_K,365,MUSTAKIL PARSEL,DOSEMEALTI,,166.0,,,0,0,1,0,1,0,1,0
12000000,BOLU,MERKEZ,HAMZABEY,9682-61,CIFTLIK,29000,,BOLU,,2.0,1.0,,0,0,0,0,1,0,0,0
7000000,AYDIN,INCIRLIOVA,SINIRTEKE,114226-121,CIFTLIK,6824,MUSTAKIL PARSEL,INCIRLIOVA,,252.0,1.0,20000.0,0,0,1,0,1,0,1,0
350000,MUGLA,MENTESE,ZEYTIN,61420-617,I_K,678,,,,,,,0,0,0,0,1,0,0,0
175000,KOCAELI,GOLCUK,DUZAGAC,76690-321,BAG,8392,MUSTAKIL PARSEL,GOLCUK,,,,,0,0,0,0,1,0,1,0
1320000,KUTAHYA,MERKEZ,SOFCA,113002-134,TARLA,44054,MUSTAKIL PARSEL,KUTAHYA,30.0,103.0,138.0,,0,1,0,0,1,1,0,0
145000,BURSA,GEMLIK,HAMIDIYE,81102-176,I_K,104,MUSTAKIL PARSEL,GEMLIK,,1268.0,12.0,,0,1,0,1,0,0,1,0
310000,BURSA,ORHANGAZI,YENIKOY,106699-12,ZEYTINLIK,6150,,,,,,,0,0,0,0,1,0,0,0
150000,KONYA,KARATAY,KEYKUBAT,100315-217,I_K,98,,,,,,,0,0,0,0,1,0,0,0
35000000,ANTALYA,AKSU,KEMERAGZI,4799-11408,T_A,20000,,,,,,,0,0,0,0,1,0,0,0
280000,TEKIRDAG,SULEYMANPASA,HUSUNLU,81622-70,TARLA,11500,MUSTAKIL PARSEL,,,,,,0,1,0,0,1,0,0,0
200000,CANAKKALE,LAPSEKI,GURECI,66966-183,TARLA,4526,MUSTAKIL PARSEL,LAPSEKI,,224.0,72.0,,0,0,1,0,1,1,0,0
290000,BURSA,GEMLIK,GENCALI,81102-78,ZEYTINLIK,2283,,GEMLIK,,0.0,1950.0,,0,0,0,0,1,0,1,0
180000,KIRKLARELI,MERKEZ,KAPAKLI,16581-1533,TARLA,7454,MUSTAKIL PARSEL,KIRKLARELI,24.0,103.0,15.0,,0,0,1,0,1,0,1,0
2200000,HATAY,ARSUZ,PIRINCLIK,91702-17,TARLA,27000,,,,,,,0,0,0,1,0,0,0,0
990000,KAYSERI,INCESU,BAHCESARAY,117773-66,BAG,8394,MUSTAKIL PARSEL,,,137.0,127.0,,0,1,0,0,1,0,1,0
295000,KASTAMONU,MERKEZ,UMIT,3459-194,TARLA,2013,,,,,,,0,1,0,1,0,0,0,0
675000,ORDU,ALTINORDU,AKYAZI,116497-28,BAHCE,325,,,,,,,0,0,0,0,1,0,0,0
580000,ISTANBUL,SILIVRI,MIMAR SINAN,0-31267271,I_K,540,MUSTAKIL PARSEL,SILIVRI,,1230.0,3.0,1000.0,0,0,1,0,1,0,1,0
2600000,ADANA,KARAISALI,MURTCUKURU,117052-97,TARLA,143000,,,,,,,0,0,0,0,1,0,0,0
225000,BALIKESIR,ERDEK,CELTIKCI,67925-1612,ZEYTINLIK,1850,MUSTAKIL PARSEL,ERDEK,,,,,0,0,1,0,1,0,0,0
730000,SAMSUN,TERME,CILAR,119927-32,TARLA,22831,,,,,,,0,0,0,0,1,0,0,0
990000,BOLU,MERKEZ,CAMYAYLA,36137-820,TARLA,14000,HISSELI TAPU,BOLU,,168.0,69.0,,0,0,1,0,1,0,0,0
850000,ANTALYA,KONYAALTI,BAHTILI,102429-377,BAHCE,500,HISSELI TAPU,KONYAALTI,1700.0,20453.0,83.0,1000.0,0,1,0,0,1,0,1,0
199000,BURSA,MUDANYA,KAYMAKOBA,120302-18,TARLA,2300,MUSTAKIL PARSEL,,,,,,0,1,0,0,1,0,0,1
3250000,MUGLA,BODRUM,BITEZ,68643-260,BAHCE,3600,MUSTAKIL PARSEL,,,9842.0,55.0,,0,0,1,0,1,0,1,0
95000,MUGLA,MENTESE,YERKESIK,107817-16,TARLA,5140,,MENTESE,19.0,,,,0,0,0,0,1,0,0,0
210000,BALIKESIR,BURHANIYE,BOREZLI,51689-561,I_K,482,MUSTAKIL PARSEL,BURHANIYE,,1.0,1.0,,0,0,1,0,1,0,1,0
60000,BALIKESIR,ALTIEYLUL,DERECIFTLIK,95967-972,TARLA,2575,MUSTAKIL PARSEL,,,,756.0,,0,0,1,0,1,0,1,0
4650000,KAHRAMANMARAS,ONIKISUBAT,SULEYMANSAH,7564-64,I_K,7750,MUSTAKIL PARSEL,ONIKI SUBAT,600.0,0.0,0.0,,0,1,0,1,0,0,1,0
1080000,BURSA,NILUFER,BUYUKBALIKLI,88001-379,TARLA,5955,,NILUFER,,,,,0,0,0,0,1,0,0,0
60000000,BALIKESIR,ERDEK,KARSIYAKA,93646-276,TARLA,179000,MUSTAKIL PARSEL,ERDEK,,,,,0,1,0,0,1,0,0,1
75000,IZMIR,BERGAMA,CAMOBA,84782-44,ZEYTINLIK,4000,,,,,,,0,0,0,0,1,0,0,0
3000000,TOKAT,MERKEZ,CERCI,89213-237,TARLA,100000,MUSTAKIL PARSEL,,,,,,0,0,1,0,1,0,1,0
180000,KIRIKKALE,MERKEZ,SANAYI,77513-307,I_K,411,MUSTAKIL PARSEL,KIRIKKALE,,0.0,0.0,,0,0,1,1,0,0,0,1
565000,ANKARA,SINCAN,UCRET,80634-594,TARLA,9425,MUSTAKIL PARSEL,SINCAN,60.0,,,,0,0,1,0,1,0,0,0
150000,ISTANBUL,CATALCA,KARACAKOY MERKEZ,119074-60,TARLA,400,HISSELI TAPU,,,,883.0,,0,0,1,0,1,0,0,1
520000,ISTANBUL,ARNAVUTKOY,CILINGIR,37082-9230,TARLA,497,MUSTAKIL PARSEL,ARNAVUTKOY,,,,,0,0,1,0,1,0,0,1
200000,BURSA,IZNIK,SARIAGIL,112901-25,TARLA,22625,MUSTAKIL PARSEL,IZNIK,,,,,0,1,0,0,1,0,0,0
950000,MUGLA,MENTESE,AKCAOVA,115910-6,I_T,1600,,,,,,,0,0,0,0,1,0,0,0
95000,ANTALYA,KORKUTELI,TASKESIGI,118595-33,TARLA,1850,,,,,,,0,0,0,0,1,0,0,0
200000,BALIKESIR,ALTIEYLUL,YAKUPKOY,114668-142,TARLA,2593,,,,,,,0,0,0,0,1,0,0,0
1150000,AYDIN,EFELER,MESUTLU,79589-64,CIFTLIK,8180,HISSELI TAPU,,,,641.0,,0,1,0,0,1,0,1,0
250000,MUGLA,MILAS,YASYER,54899-2476,TARLA,6250,MUSTAKIL PARSEL,MILAS,,,,,0,0,1,0,1,0,0,1
2650000,MUGLA,MENTESE,KIRAN,100251-217,TARLA,3150,,,,,,,0,0,0,0,1,0,0,0
11500000,MUGLA,BODRUM,TURKBUKU,39495-238,I_K,3117,MUSTAKIL PARSEL,BODRUM,,,,,0,0,1,0,1,0,1,0
750000,MUGLA,MENTESE,KIRAN,83568-2434,TARLA,2006,MUSTAKIL PARSEL,,373.0,399.0,2.0,,0,0,1,0,1,0,0,1
239700,ELAZIG,MERKEZ,ULU KENT,73302-86,I_K,255,MUSTAKIL PARSEL,ELAZIG,940.0,,,1000.0,0,1,0,0,1,1,0,0
1400000,KARABUK,SAFRANBOLU,YAZIKOY,14442-127,I_K,5685,MUSTAKIL PARSEL,,,460.0,1.0,,0,1,0,0,1,0,1,0
15000,BURDUR,YESILOVA,DEREKOY,117528-55,TARLA,2650,MUSTAKIL PARSEL,YESILOVA,,,1631.0,,0,1,0,1,0,0,1,0
90000,BALIKESIR,BANDIRMA,100. YIL,7767-3669,I_K,155,MUSTAKIL PARSEL,BANDIRMA,,,,,0,0,1,0,1,0,1,0
